scenario_id,strategy,latency_ms,cpu_ms,error,
S01109,Reference,1.638,0.5,None
S01109,Hybrid,197.986,40.266,None
S01110,Embed,None,None,ERROR: BSON document too large (>16MB)
S01110,Reference,2.509,0.738,None
S01110,Hybrid,185.963,37.752,None
S01111,Embed,None,None,ERROR: BSON document too large (>16MB)
S01111,Reference,1.494,0.393,None
S01111,Hybrid,178.145,35.818,None
S01112,Embed,None,None,ERROR: BSON document too large (>16MB)
S01112,Reference,3.234,0.622,None
S01112,Hybrid,220.141,38.565,None
S01113,Embed,None,None,ERROR: BSON document too large (>16MB)
S01113,Reference,1.466,0.425,None
S01113,Hybrid,190.037,37.222,None
S01114,Embed,None,None,ERROR: BSON document too large (>16MB)
S01114,Reference,1.709,0.584,None
S01114,Hybrid,186.765,37.257,None
S01115,Embed,None,None,ERROR: BSON document too large (>16MB)
S01115,Reference,2.423,0.622,None
S01115,Hybrid,197.65,37.74,None
S01116,Embed,None,None,ERROR: BSON document too large (>16MB)
S01116,Reference,1.245,0.415,None
S01116,Hybrid,181.549,35.069,None
S01117,Embed,None,None,ERROR: BSON document too large (>16MB)
S01117,Reference,5.178,3.214,None
S01117,Hybrid,201.065,40.808,None
S01118,Embed,None,None,ERROR: BSON document too large (>16MB)
S01118,Reference,2.616,0.704,None
S01118,Hybrid,176.443,34.616,None
S01119,Embed,None,None,ERROR: BSON document too large (>16MB)
S01119,Reference,1.295,0.381,None
S01119,Hybrid,168.616,35.631,None
S01120,Embed,None,None,ERROR: BSON document too large (>16MB)
S01120,Reference,2.392,0.711,None
S01120,Hybrid,372.519,56.483,None
S01121,Embed,None,None,ERROR: BSON document too large (>16MB)
S01121,Reference,1.546,0.436,None
S01121,Hybrid,221.82,43.768,None
S01122,Embed,None,None,ERROR: BSON document too large (>16MB)
S01122,Reference,1.213,0.415,None
S01122,Hybrid,195.982,41.426,None
S01123,Embed,None,None,ERROR: BSON document too large (>16MB)
S01123,Reference,1.686,0.509,None
S01123,Hybrid,257.033,49.369,None
S01124,Embed,None,None,ERROR: BSON document too large (>16MB)
S01124,Reference,5.902,0.926,None
S01124,Hybrid,238.898,45.315,None
S01125,Embed,None,None,ERROR: BSON document too large (>16MB)
S01125,Reference,1.534,0.502,None
S01125,Hybrid,249.316,53.043,None
S01126,Embed,None,None,ERROR: BSON document too large (>16MB)
S01126,Reference,1.865,0.435,None
S01126,Hybrid,196.568,37.099,None
S01127,Embed,None,None,ERROR: BSON document too large (>16MB)
S01127,Reference,2.84,0.602,None
S01127,Hybrid,181.584,38.156,None
S01128,Embed,None,None,ERROR: BSON document too large (>16MB)
S01128,Reference,1.211,0.384,None
S01128,Hybrid,186.054,38.276,None
S01129,Embed,None,None,ERROR: BSON document too large (>16MB)
S01129,Reference,1.567,0.488,None
S01129,Hybrid,227.865,48.283,None
S01130,Embed,None,None,ERROR: BSON document too large (>16MB)
S01130,Reference,1.178,0.368,None
S01130,Hybrid,253.376,50.19,None
S01131,Embed,None,None,ERROR: BSON document too large (>16MB)
S01131,Reference,1.25,0.443,None
S01131,Hybrid,177.014,38.324,None
S01132,Embed,None,None,ERROR: BSON document too large (>16MB)
S01132,Reference,1.214,0.436,None
S01132,Hybrid,303.994,62.889,None
S01133,Embed,None,None,ERROR: BSON document too large (>16MB)
S01133,Reference,1.552,0.598,None
S01133,Hybrid,214.741,44.762,None
S01134,Embed,None,None,ERROR: BSON document too large (>16MB)
S01134,Reference,1.479,0.519,None
S01134,Hybrid,185.665,37.862,None
S01135,Embed,None,None,ERROR: BSON document too large (>16MB)
S01135,Reference,1.306,0.383,None
S01135,Hybrid,183.652,40.745,None
S01136,Embed,None,None,ERROR: BSON document too large (>16MB)
S01136,Reference,2.683,0.796,None
S01136,Hybrid,179.73,38.621,None
S01137,Embed,None,None,ERROR: BSON document too large (>16MB)
S01137,Reference,1.075,0.365,None
S01137,Hybrid,178.581,38.651,None
S01138,Embed,None,None,ERROR: BSON document too large (>16MB)
S01138,Reference,1.502,0.554,None
S01138,Hybrid,177.055,38.903,None
S01139,Embed,None,None,ERROR: BSON document too large (>16MB)
S01139,Reference,11.787,0.69,None
S01139,Hybrid,178.239,37.859,None
S01140,Embed,None,None,ERROR: BSON document too large (>16MB)
S01140,Reference,2.481,0.734,None
S01140,Hybrid,178.604,35.936,None
S01141,Embed,None,None,ERROR: BSON document too large (>16MB)
S01141,Reference,3.687,0.631,None
S01141,Hybrid,162.38,38.62,None
S01142,Embed,None,None,ERROR: BSON document too large (>16MB)
S01142,Reference,1.537,0.425,None
S01142,Hybrid,181.727,36.125,None
S01143,Embed,None,None,ERROR: BSON document too large (>16MB)
S01143,Reference,1.799,0.611,None
S01143,Hybrid,213.835,39.755,None
S01144,Embed,None,None,ERROR: BSON document too large (>16MB)
S01144,Reference,1.06,0.358,None
S01144,Hybrid,213.64,42.24,None
S01145,Embed,None,None,ERROR: BSON document too large (>16MB)
S01145,Reference,0.994,0.338,None
S01145,Hybrid,199.726,40.236,None
S01146,Embed,None,None,ERROR: BSON document too large (>16MB)
S01146,Reference,2.109,0.752,None
S01146,Hybrid,206.285,44.074,None
S01147,Embed,None,None,ERROR: BSON document too large (>16MB)
S01147,Reference,1.044,0.363,None
S01147,Hybrid,188.349,42.512,None
S01148,Embed,None,None,ERROR: BSON document too large (>16MB)
S01148,Reference,1.24,0.46,None
S01148,Hybrid,182.94,39.408,None
S01149,Embed,None,None,ERROR: BSON document too large (>16MB)
S01149,Reference,1.648,0.577,None
S01149,Hybrid,202.105,42.617,None
S01150,Embed,None,None,ERROR: BSON document too large (>16MB)
S01150,Reference,1.561,0.576,None
S01150,Hybrid,235.249,43.154,None
S01151,Embed,None,None,ERROR: BSON document too large (>16MB)
S01151,Reference,2.3,0.829,None
S01151,Hybrid,293.484,39.144,None
S01152,Embed,1.898,0.711,None
S01152,Reference,2.113,0.598,None
S01152,Hybrid,1.261,0.457,None
S01153,Embed,1.113,0.442,None
S01153,Reference,1.363,0.445,None
S01153,Hybrid,2.136,0.671,None
S01154,Embed,1.267,0.521,None
S01154,Reference,1.554,0.485,None
S01154,Hybrid,1.663,0.576,None
S01155,Embed,1.548,0.571,None
S01155,Reference,1.438,0.43,None
S01155,Hybrid,1.515,0.452,None
S01156,Embed,1.46,0.543,None
S01156,Reference,1.838,0.596,None
S01156,Hybrid,1.651,0.678,None
S01157,Embed,1.691,0.712,None
S01157,Reference,1.618,0.625,None
S01157,Hybrid,1.323,0.518,None
S01158,Embed,1.384,0.571,None
S01158,Reference,1.564,0.53,None
S01158,Hybrid,1.711,0.554,None
S01159,Embed,1.533,0.548,None
S01159,Reference,1.412,0.396,None
S01159,Hybrid,1.356,0.372,None
S01160,Embed,1.617,0.518,None
S01160,Reference,1.372,0.376,None
S01160,Hybrid,1.352,0.38,None
S01161,Embed,1.588,0.505,None
S01161,Reference,1.489,0.423,None
S01161,Hybrid,1.382,0.379,None
S01162,Embed,1.723,0.528,None
S01162,Reference,1.765,0.459,None
S01162,Hybrid,1.726,0.461,None
S01163,Embed,1.846,0.615,None
S01163,Reference,1.742,0.46,None
S01163,Hybrid,1.702,0.48,None
S01164,Embed,1.647,0.51,None
S01164,Reference,1.259,0.356,None
S01164,Hybrid,1.345,0.377,None
S01165,Embed,1.781,0.631,None
S01165,Reference,1.228,0.451,None
S01165,Hybrid,0.852,0.293,None
S01166,Embed,1.062,0.403,None
S01166,Reference,1.404,0.526,None
S01166,Hybrid,1.318,0.49,None
S01167,Embed,1.336,0.47,None
S01167,Reference,1.752,0.473,None
S01167,Hybrid,1.594,0.496,None
S01168,Embed,2.301,0.651,None
S01168,Reference,1.586,0.468,None
S01168,Hybrid,1.728,0.466,None
S01169,Embed,1.56,0.529,None
S01169,Reference,1.474,0.398,None
S01169,Hybrid,1.962,0.418,None
S01170,Embed,1.248,0.445,None
S01170,Reference,1.592,0.455,None
S01170,Hybrid,1.407,0.392,None
S01171,Embed,1.104,0.407,None
S01171,Reference,1.458,0.416,None
S01171,Hybrid,1.646,0.567,None
S01172,Embed,2.063,0.65,None
S01172,Reference,1.591,0.423,None
S01172,Hybrid,1.781,0.501,None
S01173,Embed,1.369,0.455,None
S01173,Reference,1.34,0.378,None
S01173,Hybrid,1.549,0.416,None
S01174,Embed,1.302,0.451,None
S01174,Reference,1.578,0.408,None
S01174,Hybrid,1.314,0.354,None
S01175,Embed,1.397,0.48,None
S01175,Reference,1.056,0.318,None
S01175,Hybrid,1.536,0.453,None
S01176,Embed,1.527,0.526,None
S01176,Reference,1.318,0.385,None
S01176,Hybrid,3.059,1.018,None
S01177,Embed,1.885,0.872,None
S01177,Reference,1.539,0.567,None
S01177,Hybrid,2.357,0.662,None
S01178,Embed,1.849,0.6,None
S01178,Reference,1.583,0.463,None
S01178,Hybrid,1.955,0.619,None
S01179,Embed,1.508,0.537,None
S01179,Reference,2.002,0.652,None
S01179,Hybrid,2.139,0.565,None
S01180,Embed,1.544,0.511,None
S01180,Reference,1.643,0.435,None
S01180,Hybrid,1.649,0.536,None
S01181,Embed,1.396,0.619,None
S01181,Reference,0.946,0.324,None
S01181,Hybrid,1.677,0.411,None
S01182,Embed,1.376,0.448,None
S01182,Reference,1.384,0.384,None
S01182,Hybrid,1.396,0.39,None
S01183,Embed,1.591,0.549,None
S01183,Reference,1.601,0.384,None
S01183,Hybrid,1.356,0.37,None
S01184,Embed,1.423,0.466,None
S01184,Reference,0.938,0.301,None
S01184,Hybrid,1.517,0.399,None
S01185,Embed,1.438,0.465,None
S01185,Reference,1.188,0.347,None
S01185,Hybrid,1.382,0.366,None
S01186,Embed,1.254,0.44,None
S01186,Reference,1.627,0.426,None
S01186,Hybrid,1.353,0.368,None
S01187,Embed,1.022,0.396,None
S01187,Reference,1.197,0.34,None
S01187,Hybrid,0.982,0.319,None
S01188,Embed,1.153,0.427,None
S01188,Reference,1.341,0.394,None
S01188,Hybrid,1.345,0.394,None
S01189,Embed,1.273,0.432,None
S01189,Reference,1.355,0.37,None
S01189,Hybrid,1.555,0.427,None
S01190,Embed,1.321,0.456,None
S01190,Reference,0.984,0.307,None
S01190,Hybrid,1.404,0.383,None
S01191,Embed,1.566,0.555,None
S01191,Reference,1.361,0.375,None
S01191,Hybrid,1.351,0.378,None
S01192,Embed,1.254,0.449,None
S01192,Reference,1.357,0.367,None
S01192,Hybrid,1.507,0.388,None
S01193,Embed,1.575,0.491,None
S01193,Reference,1.497,0.394,None
S01193,Hybrid,1.258,0.402,None
S01194,Embed,1.76,0.497,None
S01194,Reference,1.791,0.441,None
S01194,Hybrid,1.688,0.446,None
S01195,Embed,1.71,0.523,None
S01195,Reference,1.717,0.467,None
S01195,Hybrid,1.431,0.445,None
S01196,Embed,1.362,0.438,None
S01196,Reference,0.896,0.301,None
S01196,Hybrid,0.906,0.309,None
S01197,Embed,1.027,0.392,None
S01197,Reference,1.308,0.357,None
S01197,Hybrid,1.331,0.367,None
S01198,Embed,1.351,0.448,None
S01198,Reference,1.411,0.494,None
S01198,Hybrid,0.872,0.308,None
S01199,Embed,1.317,0.446,None
S01199,Reference,1.309,0.356,None
S01199,Hybrid,0.878,0.299,None
S01200,Embed,1.2,0.44,None
S01200,Reference,0.949,0.334,None
S01200,Hybrid,1.329,0.387,None
S01201,Embed,1.502,0.506,None
S01201,Reference,1.894,0.496,None
S01201,Hybrid,1.74,0.468,None
S01202,Embed,1.15,0.417,None
S01202,Reference,1.826,0.519,None
S01202,Hybrid,1.151,0.376,None
S01203,Embed,1.059,0.408,None
S01203,Reference,1.211,0.398,None
S01203,Hybrid,1.344,0.45,None
S01204,Embed,1.022,0.402,None
S01204,Reference,1.374,0.382,None
S01204,Hybrid,1.769,0.455,None
S01205,Embed,1.31,0.458,None
S01205,Reference,1.652,0.587,None
S01205,Hybrid,2.339,0.809,None
S01206,Embed,1.869,0.648,None
S01206,Reference,1.303,0.471,None
S01206,Hybrid,1.679,0.497,None
S01207,Embed,1.681,0.579,None
S01207,Reference,1.435,0.447,None
S01207,Hybrid,1.597,0.475,None
S01208,Embed,1.526,0.494,None
S01208,Reference,1.677,0.508,None
S01208,Hybrid,1.814,0.672,None
S01209,Embed,1.645,0.748,None
S01209,Reference,0.98,0.344,None
S01209,Hybrid,1.793,0.558,None
S01210,Embed,1.562,0.627,None
S01210,Reference,1.446,0.52,None
S01210,Hybrid,1.538,0.664,None
S01211,Embed,1.797,0.59,None
S01211,Reference,1.513,0.435,None
S01211,Hybrid,1.639,0.453,None
S01212,Embed,1.785,0.566,None
S01212,Reference,1.37,0.384,None
S01212,Hybrid,1.517,0.403,None
S01213,Embed,1.801,0.588,None
S01213,Reference,1.716,0.504,None
S01213,Hybrid,1.787,0.525,None
S01214,Embed,1.679,0.554,None
S01214,Reference,1.462,0.423,None
S01214,Hybrid,1.479,0.41,None
S01215,Embed,1.334,0.48,None
S01215,Reference,1.626,0.414,None
S01215,Hybrid,1.63,0.455,None
S01216,Embed,1.676,0.564,None
S01216,Reference,1.544,0.503,None
S01216,Hybrid,1.314,0.424,None
S01217,Embed,1.57,0.555,None
S01217,Reference,1.939,0.575,None
S01217,Hybrid,1.809,0.606,None
S01218,Embed,1.645,0.555,None
S01218,Reference,1.973,0.635,None
S01218,Hybrid,2.181,0.705,None
S01219,Embed,1.823,0.683,None
S01219,Reference,1.569,0.543,None
S01219,Hybrid,1.507,0.466,None
S01220,Embed,1.219,0.451,None
S01220,Reference,1.298,0.419,None
S01220,Hybrid,1.354,0.428,None
S01221,Embed,1.521,0.508,None
S01221,Reference,1.651,0.443,None
S01221,Hybrid,1.703,0.467,None
S01222,Embed,1.779,0.574,None
S01222,Reference,1.431,0.389,None
S01222,Hybrid,1.534,0.443,None
S01223,Embed,1.566,0.513,None
S01223,Reference,1.612,0.52,None
S01223,Hybrid,1.815,0.508,None
S01224,Embed,1.749,0.535,None
S01224,Reference,1.622,0.439,None
S01224,Hybrid,1.483,0.431,None
S01225,Embed,1.212,0.435,None
S01225,Reference,1.315,0.375,None
S01225,Hybrid,1.614,0.446,None
S01226,Embed,1.216,0.451,None
S01226,Reference,1.353,0.374,None
S01226,Hybrid,1.326,0.365,None
S01227,Embed,1.339,0.445,None
S01227,Reference,1.336,0.385,None
S01227,Hybrid,0.901,0.301,None
S01228,Embed,1.432,0.532,None
S01228,Reference,1.517,0.404,None
S01228,Hybrid,0.912,0.308,None
S01229,Embed,1.557,0.548,None
S01229,Reference,1.627,0.42,None
S01229,Hybrid,1.371,0.44,None
S01230,Embed,1.372,0.449,None
S01230,Reference,0.88,0.291,None
S01230,Hybrid,1.275,0.355,None
S01231,Embed,1.321,0.431,None
S01231,Reference,1.455,0.425,None
S01231,Hybrid,3.322,1.172,None
S01232,Embed,1.984,0.767,None
S01232,Reference,0.928,0.328,None
S01232,Hybrid,1.019,0.37,None
S01233,Embed,0.991,0.37,None
S01233,Reference,0.97,0.318,None
S01233,Hybrid,1.295,0.356,None
S01234,Embed,1.552,0.479,None
S01234,Reference,1.285,0.355,None
S01234,Hybrid,1.305,0.367,None
S01235,Embed,1.177,0.424,None
S01235,Reference,1.16,0.357,None
S01235,Hybrid,1.155,0.354,None
S01236,Embed,1.14,0.422,None
S01236,Reference,1.031,0.33,None
S01236,Hybrid,0.874,0.293,None
S01237,Embed,1.01,0.391,None
S01237,Reference,1.612,0.422,None
S01237,Hybrid,2.286,0.577,None
S01238,Embed,0.963,0.377,None
S01238,Reference,0.986,0.353,None
S01238,Hybrid,0.905,0.312,None
S01239,Embed,1.355,0.444,None
S01239,Reference,1.588,0.609,None
S01239,Hybrid,1.275,0.467,None
S01240,Embed,1.595,0.778,None
S01240,Reference,1.159,0.433,None
S01240,Hybrid,0.993,0.326,None
S01241,Embed,1.398,0.499,None
S01241,Reference,1.361,0.385,None
S01241,Hybrid,1.33,0.402,None
S01242,Embed,1.28,0.506,None
S01242,Reference,0.845,0.287,None
S01242,Hybrid,1.169,0.404,None
S01243,Embed,1.471,0.543,None
S01243,Reference,1.418,0.41,None
S01243,Hybrid,1.69,0.459,None
S01244,Embed,1.748,0.552,None
S01244,Reference,1.698,0.469,None
S01244,Hybrid,1.693,0.454,None
S01245,Embed,1.38,0.445,None
S01245,Reference,1.332,0.37,None
S01245,Hybrid,1.673,0.49,None
S01246,Embed,0.985,0.395,None
S01246,Reference,1.442,0.403,None
S01246,Hybrid,1.664,0.551,None
S01247,Embed,1.044,0.428,None
S01247,Reference,0.982,0.339,None
S01247,Hybrid,1.182,0.416,None
S01248,Embed,2.53,0.848,None
S01248,Reference,1.093,0.405,None
S01248,Hybrid,1.539,0.585,None
S01249,Embed,2.31,0.778,None
S01249,Reference,1.273,0.43,None
S01249,Hybrid,1.373,0.507,None
S01250,Embed,2.651,0.908,None
S01250,Reference,1.163,0.404,None
S01250,Hybrid,1.132,0.436,None
S01251,Embed,2.792,0.953,None
S01251,Reference,1.463,0.477,None
S01251,Hybrid,1.785,0.614,None
S01252,Embed,3.02,0.856,None
S01252,Reference,1.167,0.393,None
S01252,Hybrid,1.237,0.467,None
S01253,Embed,2.608,0.815,None
S01253,Reference,1.721,0.516,None
S01253,Hybrid,2.197,0.651,None
S01254,Embed,2.338,0.789,None
S01254,Reference,1.335,0.443,None
S01254,Hybrid,1.554,0.547,None
S01255,Embed,2.456,0.774,None
S01255,Reference,1.536,0.482,None
S01255,Hybrid,1.418,0.505,None
S01256,Embed,2.845,0.829,None
S01256,Reference,1.225,0.393,None
S01256,Hybrid,1.832,0.591,None
S01257,Embed,4.844,0.94,None
S01257,Reference,1.752,0.594,None
S01257,Hybrid,4.129,1.462,None
S01258,Embed,2.925,0.982,None
S01258,Reference,1.427,0.517,None
S01258,Hybrid,1.397,0.549,None
S01259,Embed,2.604,0.955,None
S01259,Reference,1.459,0.527,None
S01259,Hybrid,1.698,0.66,None
S01260,Embed,2.924,0.981,None
S01260,Reference,1.593,0.658,None
S01260,Hybrid,1.899,0.829,None
S01261,Embed,2.879,1.119,None
S01261,Reference,1.225,0.448,None
S01261,Hybrid,1.612,0.635,None
S01262,Embed,2.928,0.904,None
S01262,Reference,1.786,0.628,None
S01262,Hybrid,1.61,0.654,None
S01263,Embed,3.308,0.979,None
S01263,Reference,1.56,0.579,None
S01263,Hybrid,1.372,0.547,None
S01264,Embed,2.459,0.839,None
S01264,Reference,1.222,0.466,None
S01264,Hybrid,1.544,0.595,None
S01265,Embed,2.676,0.9,None
S01265,Reference,1.417,0.396,None
S01265,Hybrid,1.646,0.624,None
S01266,Embed,2.618,0.868,None
S01266,Reference,1.384,0.516,None
S01266,Hybrid,1.409,0.577,None
S01267,Embed,2.634,0.886,None
S01267,Reference,1.327,0.512,None
S01267,Hybrid,1.422,0.584,None
S01268,Embed,3.032,0.881,None
S01268,Reference,1.035,0.378,None
S01268,Hybrid,2.125,0.601,None
S01269,Embed,2.585,0.854,None
S01269,Reference,1.123,0.394,None
S01269,Hybrid,1.422,0.598,None
S01270,Embed,2.848,0.923,None
S01270,Reference,1.328,0.506,None
S01270,Hybrid,1.42,0.553,None
S01271,Embed,2.574,0.857,None
S01271,Reference,1.309,0.517,None
S01271,Hybrid,1.414,0.548,None
S01272,Embed,2.814,0.889,None
S01272,Reference,1.301,0.487,None
S01272,Hybrid,1.41,0.587,None
S01273,Embed,2.6,0.885,None
S01273,Reference,1.505,0.555,None
S01273,Hybrid,3.906,0.833,None
S01274,Embed,4.613,1.518,None
S01274,Reference,1.269,0.477,None
S01274,Hybrid,1.359,0.575,None
S01275,Embed,2.929,0.993,None
S01275,Reference,1.312,0.508,None
S01275,Hybrid,1.643,0.589,None
S01276,Embed,2.521,0.859,None
S01276,Reference,1.255,0.476,None
S01276,Hybrid,1.38,0.573,None
S01277,Embed,2.568,0.923,None
S01277,Reference,1.114,0.41,None
S01277,Hybrid,1.615,0.684,None
S01278,Embed,2.852,1.005,None
S01278,Reference,1.522,0.595,None
S01278,Hybrid,1.519,0.653,None
S01279,Embed,2.572,0.868,None
S01279,Reference,1.187,0.447,None
S01279,Hybrid,1.416,0.557,None
S01280,Embed,2.493,0.889,None
S01280,Reference,1.173,0.441,None
S01280,Hybrid,1.446,0.559,None
S01281,Embed,2.399,0.843,None
S01281,Reference,1.052,0.375,None
S01281,Hybrid,1.234,0.484,None
S01282,Embed,2.66,0.928,None
S01282,Reference,1.25,0.497,None
S01282,Hybrid,1.518,0.609,None
S01283,Embed,2.459,0.876,None
S01283,Reference,1.316,0.504,None
S01283,Hybrid,1.493,0.624,None
S01284,Embed,2.806,0.922,None
S01284,Reference,1.255,0.546,None
S01284,Hybrid,1.35,0.557,None
S01285,Embed,2.629,0.87,None
S01285,Reference,1.272,0.467,None
S01285,Hybrid,1.21,0.453,None
S01286,Embed,2.143,0.704,None
S01286,Reference,1.244,0.452,None
S01286,Hybrid,1.546,0.643,None
S01287,Embed,2.827,0.906,None
S01287,Reference,1.221,0.466,None
S01287,Hybrid,1.425,0.569,None
S01288,Embed,3.358,1.028,None
S01288,Reference,1.363,0.469,None
S01288,Hybrid,2.451,0.786,None
S01289,Embed,2.683,0.893,None
S01289,Reference,1.242,0.446,None
S01289,Hybrid,1.621,0.657,None
S01290,Embed,2.629,0.904,None
S01290,Reference,1.229,0.478,None
S01290,Hybrid,1.743,0.651,None
S01291,Embed,2.65,0.841,None
S01291,Reference,1.209,0.438,None
S01291,Hybrid,1.565,0.601,None
S01292,Embed,3.321,1.177,None
S01292,Reference,0.959,0.34,None
S01292,Hybrid,1.203,0.428,None
S01293,Embed,2.377,0.79,None
S01293,Reference,1.108,0.349,None
S01293,Hybrid,1.881,0.51,None
S01294,Embed,2.046,0.67,None
S01294,Reference,1.363,0.48,None
S01294,Hybrid,2.581,0.831,None
S01295,Embed,2.663,0.847,None
S01295,Reference,0.964,0.345,None
S01295,Hybrid,1.121,0.42,None
S01296,Embed,2.647,0.778,None
S01296,Reference,0.889,0.304,None
S01296,Hybrid,1.241,0.418,None
S01297,Embed,2.326,0.744,None
S01297,Reference,1.074,0.34,None
S01297,Hybrid,1.026,0.4,None
S01298,Embed,2.464,0.766,None
S01298,Reference,1.153,0.355,None
S01298,Hybrid,1.324,0.488,None
S01299,Embed,2.467,0.744,None
S01299,Reference,0.989,0.365,None
S01299,Hybrid,1.602,0.603,None
S01300,Embed,2.558,0.979,None
S01300,Reference,2.421,0.61,None
S01300,Hybrid,2.576,1.093,None
S01301,Embed,3.458,1.036,None
S01301,Reference,0.936,0.331,None
S01301,Hybrid,1.1,0.436,None
S01302,Embed,2.896,0.776,None
S01302,Reference,0.919,0.314,None
S01302,Hybrid,1.357,0.526,None
S01303,Embed,2.417,0.729,None
S01303,Reference,0.863,0.305,None
S01303,Hybrid,1.21,0.442,None
S01304,Embed,2.404,0.74,None
S01304,Reference,0.867,0.306,None
S01304,Hybrid,1.07,0.428,None
S01305,Embed,2.219,0.691,None
S01305,Reference,0.84,0.293,None
S01305,Hybrid,1.053,0.407,None
S01306,Embed,2.154,0.695,None
S01306,Reference,1.409,0.393,None
S01306,Hybrid,0.988,0.38,None
S01307,Embed,2.488,0.682,None
S01307,Reference,1.086,0.346,None
S01307,Hybrid,1.154,0.429,None
S01308,Embed,2.398,0.722,None
S01308,Reference,1.119,0.334,None
S01308,Hybrid,1.195,0.444,None
S01309,Embed,2.346,0.722,None
S01309,Reference,0.834,0.294,None
S01309,Hybrid,1.121,0.416,None
S01310,Embed,2.485,0.765,None
S01310,Reference,0.849,0.298,None
S01310,Hybrid,1.084,0.412,None
S01311,Embed,2.423,0.782,None
S01311,Reference,1.148,0.371,None
S01311,Hybrid,1.157,0.414,None
S01312,Embed,2.415,0.738,None
S01312,Reference,0.998,0.315,None
S01312,Hybrid,1.598,0.574,None
S01313,Embed,2.359,0.707,None
S01313,Reference,1.018,0.313,None
S01313,Hybrid,1.085,0.403,None
S01314,Embed,2.11,0.677,None
S01314,Reference,0.931,0.307,None
S01314,Hybrid,1.186,0.465,None
S01315,Embed,2.729,0.87,None
S01315,Reference,1.035,0.331,None
S01315,Hybrid,1.166,0.415,None
S01316,Embed,2.905,0.763,None
S01316,Reference,0.871,0.298,None
S01316,Hybrid,1.057,0.396,None
S01317,Embed,2.089,0.676,None
S01317,Reference,0.973,0.311,None
S01317,Hybrid,1.17,0.435,None
S01318,Embed,2.618,0.73,None
S01318,Reference,1.202,0.343,None
S01318,Hybrid,1.187,0.439,None
S01319,Embed,2.418,0.784,None
S01319,Reference,1.009,0.322,None
S01319,Hybrid,1.129,0.404,None
S01320,Embed,2.386,0.711,None
S01320,Reference,1.01,0.345,None
S01320,Hybrid,4.299,0.873,None
S01321,Embed,3.306,1.032,None
S01321,Reference,0.936,0.301,None
S01321,Hybrid,1.035,0.39,None
S01322,Embed,2.355,0.705,None
S01322,Reference,1.089,0.345,None
S01322,Hybrid,1.229,0.454,None
S01323,Embed,2.107,0.69,None
S01323,Reference,0.929,0.286,None
S01323,Hybrid,1.213,0.426,None
S01324,Embed,2.482,0.731,None
S01324,Reference,1.033,0.326,None
S01324,Hybrid,1.228,0.424,None
S01325,Embed,2.474,0.722,None
S01325,Reference,1.183,0.339,None
S01325,Hybrid,1.605,0.606,None
S01326,Embed,2.712,0.912,None
S01326,Reference,1.547,0.528,None
S01326,Hybrid,0.969,0.386,None
S01327,Embed,2.277,0.741,None
S01327,Reference,1.143,0.36,None
S01327,Hybrid,1.142,0.436,None
S01328,Embed,2.251,0.776,None
S01328,Reference,1.053,0.334,None
S01328,Hybrid,1.225,0.452,None
S01329,Embed,2.28,0.722,None
S01329,Reference,0.984,0.313,None
S01329,Hybrid,1.256,0.454,None
S01330,Embed,2.884,0.791,None
S01330,Reference,0.915,0.314,None
S01330,Hybrid,1.378,0.524,None
S01331,Embed,2.567,0.846,None
S01331,Reference,0.941,0.328,None
S01331,Hybrid,0.992,0.388,None
S01332,Embed,2.489,0.753,None
S01332,Reference,1.056,0.35,None
S01332,Hybrid,1.101,0.407,None
S01333,Embed,2.232,0.703,None
S01333,Reference,1.086,0.334,None
S01333,Hybrid,1.44,0.523,None
S01334,Embed,2.647,0.714,None
S01334,Reference,1.114,0.343,None
S01334,Hybrid,1.065,0.391,None
S01335,Embed,2.331,0.743,None
S01335,Reference,0.874,0.302,None
S01335,Hybrid,1.549,0.511,None
S01336,Embed,2.305,0.729,None
S01336,Reference,1.015,0.335,None
S01336,Hybrid,1.323,0.443,None
S01337,Embed,2.533,0.738,None
S01337,Reference,0.994,0.333,None
S01337,Hybrid,1.204,0.44,None
S01338,Embed,2.454,0.779,None
S01338,Reference,0.999,0.314,None
S01338,Hybrid,1.033,0.395,None
S01339,Embed,2.905,0.845,None
S01339,Reference,1.107,0.392,None
S01339,Hybrid,1.316,0.459,None
S01340,Embed,2.493,0.835,None
S01340,Reference,1.376,0.425,None
S01340,Hybrid,1.372,0.485,None
S01341,Embed,2.613,0.869,None
S01341,Reference,1.123,0.343,None
S01341,Hybrid,1.563,0.52,None
S01342,Embed,3.085,0.86,None
S01342,Reference,2.145,0.58,None
S01342,Hybrid,1.315,0.47,None
S01343,Embed,2.999,0.812,None
S01343,Reference,1.612,0.391,None
S01343,Hybrid,1.964,0.582,None
S01344,Embed,15.285,3.33,None
S01344,Reference,1.683,0.389,None
S01344,Hybrid,1.929,0.708,None
S01345,Embed,13.208,3.507,None
S01345,Reference,1.093,0.307,None
S01345,Hybrid,2.023,0.568,None
S01346,Embed,10.668,2.913,None
S01346,Reference,1.193,0.329,None
S01346,Hybrid,2.009,0.58,None
S01347,Embed,10.472,3.005,None
S01347,Reference,1.103,0.308,None
S01347,Hybrid,1.817,0.563,None
S01348,Embed,11.12,2.945,None
S01348,Reference,1.916,0.635,None
S01348,Hybrid,1.877,0.517,None
S01349,Embed,11.436,3.043,None
S01349,Reference,1.671,0.496,None
