scenario_id,strategy,latency_ms,cpu_ms,error,
S00469,Reference,13.977,3.869,None,
S00469,Hybrid,35.292,7.83,None,
S00470,Embed,4.791,1.762,None,
S00470,Reference,103.454,28.341,None,
S00470,Hybrid,56.626,14.865,None,
S00471,Embed,1.798,0.63,None,
S00471,Reference,2.222,0.635,None,
S00471,Hybrid,2.264,0.706,None,
S00472,Embed,2.103,0.69,None,
S00472,Reference,18.987,5.295,None,
S00472,Hybrid,17.759,4.286,None,
S00473,Embed,1.939,0.584,None,
S00473,Reference,111.531,28.092,None,
S00473,Hybrid,78.603,22.547,None,
S00474,Embed,3.902,1.28,None,
S00474,Reference,7.33,1.035,None,
S00474,Hybrid,7.029,0.901,None,
S00475,Embed,3.175,0.863,None,
S00475,Reference,30.426,5.886,None,
S00475,Hybrid,21.042,4.785,None,
S00476,Embed,1.967,0.589,None,
S00476,Reference,101.709,25.505,None,
S00476,Hybrid,96.954,22.532,None,
S00477,Embed,1.912,0.534,None,
S00477,Reference,7.037,0.876,None,
S00477,Hybrid,6.831,1.028,None,
S00478,Embed,3.91,0.917,None,
S00478,Reference,21.955,4.624,None,
S00478,Hybrid,15.727,3.361,None,
S00479,Embed,1.594,0.475,None,
S00479,Reference,79.832,19.52,None,
S00479,Hybrid,46.603,11.784,None,
S00480,Embed,7.926,1.977,None,
S00480,Reference,1.685,0.484,None,
S00480,Hybrid,2.066,0.541,None,
S00481,Embed,9.5,1.52,None,
S00481,Reference,22.946,6.207,None,
S00481,Hybrid,11.92,3.523,None,
S00482,Embed,7.195,1.787,None,
S00482,Reference,73.42,19.214,None,
S00482,Hybrid,40.778,10.483,None,
S00483,Embed,6.099,1.457,None,
S00483,Reference,1.845,0.537,None,
S00483,Hybrid,2.685,0.642,None,
S00484,Embed,2.184,0.646,None,
S00484,Reference,34.545,8.391,None,
S00484,Hybrid,8.29,2.234,None,
S00485,Embed,6.642,1.88,None,
S00485,Reference,87.984,23.329,None,
S00485,Hybrid,33.878,9.079,None,
S00486,Embed,6.033,1.046,None,
S00486,Reference,8.463,0.953,None,
S00486,Hybrid,5.808,0.677,None,
S00487,Embed,8.959,1.961,None,
S00487,Reference,45.105,8.383,None,
S00487,Hybrid,14.485,2.699,None,
S00488,Embed,6.452,1.668,None,
S00488,Reference,79.565,19.885,None,
S00488,Hybrid,45.431,10.644,None,
S00489,Embed,4.892,1.107,None,
S00489,Reference,8.026,0.861,None,
S00489,Hybrid,6.386,0.787,None,
S00490,Embed,17.622,1.98,None,
S00490,Reference,24.814,5.017,None,
S00490,Hybrid,16.177,3.806,None,
S00491,Embed,5.839,1.328,None,
S00491,Reference,75.301,17.726,None,
S00491,Hybrid,50.285,12.161,None,
S00492,Embed,4.731,1.103,None,
S00492,Reference,3.309,0.825,None,
S00492,Hybrid,5.758,1.141,None,
S00493,Embed,5.173,1.395,None,
S00493,Reference,53.712,13.04,None,
S00493,Hybrid,35.471,8.328,None,
S00494,Embed,5.713,1.611,None,
S00494,Reference,207.907,47.497,None,
S00494,Hybrid,182.247,43.115,None,
S00495,Embed,4.906,1.255,None,
S00495,Reference,4.266,1.185,None,
S00495,Hybrid,6.251,1.73,None,
S00496,Embed,15.709,2.459,None,
S00496,Reference,26.197,6.069,None,
S00496,Hybrid,40.518,11.744,None,
S00497,Embed,5.777,1.438,None,
S00497,Reference,146.43,33.417,None,
S00497,Hybrid,200.909,45.641,None,
S00498,Embed,7.728,1.5,None,
S00498,Reference,9.246,1.427,None,
S00498,Hybrid,7.457,1.208,None,
S00499,Embed,3.569,0.781,None,
S00499,Reference,29.595,6.112,None,
S00499,Hybrid,63.528,11.076,None,
S00500,Embed,6.472,1.504,None,
S00500,Reference,179.175,40.093,None,
S00500,Hybrid,157.425,32.293,None,
S00501,Embed,6.818,1.583,None,
S00501,Reference,10.311,1.329,None,
S00501,Hybrid,8.62,1.174,None,
S00502,Embed,3.44,0.929,None,
S00502,Reference,46.675,9.793,None,
S00502,Hybrid,19.02,3.781,None,
S00503,Embed,6.387,1.486,None,
S00503,Reference,262.89,57.539,None,
S00503,Hybrid,213.851,46.074,None,
S00504,Embed,7.849,1.52,None,
S00504,Reference,3.88,0.673,None,
S00504,Hybrid,3.524,0.732,None,
S00505,Embed,5.927,1.409,None,
S00505,Reference,35.138,5.058,None,
S00505,Hybrid,15.62,2.505,None,
S00506,Embed,8.064,1.85,None,
S00506,Reference,180.256,29.021,None,
S00506,Hybrid,79.529,11.738,None,
S00507,Embed,4.734,1.317,None,
S00507,Reference,3.148,0.513,None,
S00507,Hybrid,2.583,0.56,None,
S00508,Embed,10.062,2.223,None,
S00508,Reference,42.435,6.409,None,
S00508,Hybrid,17.361,2.822,None,
S00509,Embed,6.012,1.471,None,
S00509,Reference,170.805,22.197,None,
S00509,Hybrid,120.992,17.568,None,
S00510,Embed,6.133,1.685,None,
S00510,Reference,8.927,0.838,None,
S00510,Hybrid,8.156,0.963,None,
S00511,Embed,5.005,1.149,None,
S00511,Reference,36.257,4.738,None,
S00511,Hybrid,24.065,3.187,None,
S00512,Embed,8.49,1.326,None,
S00512,Reference,209.096,29.826,None,
S00512,Hybrid,89.758,13.446,None,
S00513,Embed,5.222,0.98,None,
S00513,Reference,9.546,0.754,None,
S00513,Hybrid,7.389,0.822,None,
S00514,Embed,8.862,1.416,None,
S00514,Reference,38.782,5.135,None,
S00514,Hybrid,20.178,3.282,None,
S00515,Embed,7.001,1.567,None,
S00515,Reference,156.97,20.773,None,
S00515,Hybrid,126.934,17.727,None,
S00516,Embed,6.221,1.518,None,
S00516,Reference,5.113,1.109,None,
S00516,Hybrid,7.566,1.472,None,
S00517,Embed,5.464,1.308,None,
S00517,Reference,47.265,8.287,None,
S00517,Hybrid,39.958,7.201,None,
S00518,Embed,5.224,1.446,None,
S00518,Reference,305.108,48.7,None,
S00518,Hybrid,257.654,46.706,None,
S00519,Embed,5.141,1.24,None,
S00519,Reference,5.004,1.049,None,
S00519,Hybrid,5.499,1.113,None,
S00520,Embed,7.251,1.764,None,
S00520,Reference,88.853,13.372,None,
S00520,Hybrid,44.758,9.265,None,
S00521,Embed,5.458,1.399,None,
S00521,Reference,217.999,35.168,None,
S00521,Hybrid,159.192,28.284,None,
S00522,Embed,6.931,1.628,None,
S00522,Reference,11.828,1.163,None,
S00522,Hybrid,10.755,1.309,None,
S00523,Embed,4.145,1.042,None,
S00523,Reference,83.548,11.505,None,
S00523,Hybrid,47.653,8.742,None,
S00524,Embed,5.816,1.162,None,
S00524,Reference,332.34,49.362,None,
S00524,Hybrid,168.012,29.296,None,
S00525,Embed,6.555,1.437,None,
S00525,Reference,12.427,1.211,None,
S00525,Hybrid,19.682,2.035,None,
S00526,Embed,6.687,1.607,None,
S00526,Reference,71.565,12.314,None,
S00526,Hybrid,39.91,7.154,None,
S00527,Embed,4.264,0.885,None,
S00527,Reference,319.91,49.416,None,
S00527,Hybrid,215.891,37.728,None,
S00528,Embed,10.956,2.619,None,
S00528,Reference,2.659,0.882,None,
S00528,Hybrid,2.728,0.733,None,
S00529,Embed,5.662,1.246,None,
S00529,Reference,20.282,5.927,None,
S00529,Hybrid,8.853,2.406,None,
S00530,Embed,6.189,1.379,None,
S00530,Reference,95.975,23.505,None,
S00530,Hybrid,56.966,16.18,None,
S00531,Embed,3.761,0.899,None,
S00531,Reference,2.032,0.594,None,
S00531,Hybrid,2.413,0.647,None,
S00532,Embed,6.803,1.694,None,
S00532,Reference,17.679,4.88,None,
S00532,Hybrid,12.141,3.442,None,
S00533,Embed,2.146,0.644,None,
S00533,Reference,100.934,24.487,None,
S00533,Hybrid,59.541,16.843,None,
S00534,Embed,3.246,0.878,None,
S00534,Reference,8.339,1.157,None,
S00534,Hybrid,6.958,0.738,None,
S00535,Embed,5.294,1.474,None,
S00535,Reference,20.909,4.464,None,
S00535,Hybrid,14.037,2.756,None,
S00536,Embed,5.671,1.43,None,
S00536,Reference,116.703,27.271,None,
S00536,Hybrid,57.21,13.926,None,
S00537,Embed,5.167,1.327,None,
S00537,Reference,7.687,0.81,None,
S00537,Hybrid,6.537,0.866,None,
S00538,Embed,3.978,1.106,None,
S00538,Reference,18.571,3.503,None,
S00538,Hybrid,14.371,2.721,None,
S00539,Embed,2.78,0.828,None,
S00539,Reference,116.589,29.277,None,
S00539,Hybrid,50.068,12.201,None,
S00540,Embed,3.923,1.101,None,
S00540,Reference,3.417,1.017,None,
S00540,Hybrid,3.383,0.995,None,
S00541,Embed,7.416,1.378,None,
S00541,Reference,37.11,8.632,None,
S00541,Hybrid,33.438,7.425,None,
S00542,Embed,9.823,1.955,None,
S00542,Reference,189.508,43.719,None,
S00542,Hybrid,142.584,30.766,None,
S00543,Embed,6.792,1.818,None,
S00543,Reference,6.353,1.297,None,
S00543,Hybrid,4.14,1.076,None,
S00544,Embed,6.788,1.706,None,
S00544,Reference,58.797,14.03,None,
S00544,Hybrid,39.088,9.06,None,
S00545,Embed,5.957,1.438,None,
S00545,Reference,298.662,66.484,None,
S00545,Hybrid,132.934,27.391,None,
S00546,Embed,5.616,1.376,None,
S00546,Reference,9.775,1.446,None,
S00546,Hybrid,7.915,1.198,None,
S00547,Embed,5.764,1.351,None,
S00547,Reference,59.747,13.067,None,
S00547,Hybrid,31.647,6.266,None,
S00548,Embed,7.219,2.273,None,
S00548,Reference,147.062,32.114,None,
S00548,Hybrid,204.046,47.042,None,
S00549,Embed,6.511,1.256,None,
S00549,Reference,10.016,1.424,None,
S00549,Hybrid,8.702,1.267,None,
S00550,Embed,7.094,2.037,None,
S00550,Reference,46.094,10.152,None,
S00550,Hybrid,22.587,4.459,None,
S00551,Embed,6.301,1.416,None,
S00551,Reference,159.93,37.06,None,
S00551,Hybrid,150.277,33.975,None,
S00552,Embed,4.232,0.875,None,
S00552,Reference,3.426,0.531,None,
S00552,Hybrid,3.356,0.743,None,
S00553,Embed,4.56,1.045,None,
S00553,Reference,30.129,4.187,None,
S00553,Hybrid,42.612,5.213,None,
S00554,Embed,6.61,1.456,None,
S00554,Reference,179.473,25.205,None,
S00554,Hybrid,127.297,18.422,None,
S00555,Embed,5.492,1.364,None,
S00555,Reference,4.877,0.806,None,
S00555,Hybrid,3.435,0.756,None,
S00556,Embed,6.347,1.461,None,
S00556,Reference,33.037,4.59,None,
S00556,Hybrid,16.865,2.77,None,
S00557,Embed,3.952,0.981,None,
S00557,Reference,160.017,29.231,None,
S00557,Hybrid,75.721,11.276,None,
S00558,Embed,4.351,1.034,None,
S00558,Reference,10.628,0.859,None,
S00558,Hybrid,8.951,1.148,None,
S00559,Embed,5.739,1.555,None,
S00559,Reference,35.494,5.629,None,
S00559,Hybrid,34.997,4.931,None,
S00560,Embed,8.015,1.926,None,
S00560,Reference,183.149,24.514,None,
S00560,Hybrid,82.17,12.121,None,
S00561,Embed,7.942,1.291,None,
S00561,Reference,9.953,0.914,None,
S00561,Hybrid,7.635,0.775,None,
S00562,Embed,6.131,1.446,None,
S00562,Reference,40.452,5.562,None,
S00562,Hybrid,22.374,3.129,None,
S00563,Embed,4.621,1.188,None,
S00563,Reference,176.984,24.138,None,
S00563,Hybrid,84.425,11.459,None,
S00564,Embed,2.656,0.796,None,
S00564,Reference,9.419,1.512,None,
S00564,Hybrid,3.751,0.716,None,
S00565,Embed,2.869,0.701,None,
S00565,Reference,51.693,8.879,None,
S00565,Hybrid,57.583,9.432,None,
S00566,Embed,5.564,1.323,None,
S00566,Reference,312.548,50.659,None,
S00566,Hybrid,205.681,37.286,None,
S00567,Embed,6.026,1.455,None,
S00567,Reference,5.199,1.023,None,
S00567,Hybrid,5.797,1.383,None,
S00568,Embed,4.626,1.212,None,
S00568,Reference,61.212,9.927,None,
S00568,Hybrid,55.324,11.704,None,
S00569,Embed,4.959,1.302,None,
S00569,Reference,291.153,51.643,None,
S00569,Hybrid,211.078,30.871,None,
S00570,Embed,28.525,5.235,None,
S00570,Reference,10.94,1.164,None,
S00570,Hybrid,8.877,1.214,None,
S00571,Embed,6.077,1.337,None,
S00571,Reference,47.81,8.097,None,
S00571,Hybrid,47.639,8.435,None,
S00572,Embed,5.046,1.405,None,
S00572,Reference,281.091,46.013,None,
S00572,Hybrid,170.227,27.874,None,
S00573,Embed,3.27,0.819,None,
S00573,Reference,11.398,1.661,None,
S00573,Hybrid,9.459,1.229,None,
S00574,Embed,7.066,1.541,None,
S00574,Reference,53.294,9.397,None,
S00574,Hybrid,43.079,6.925,None,
S00575,Embed,5.323,2.047,None,
S00575,Reference,354.656,58.699,None,
S00575,Hybrid,263.189,51.772,None,
S00576,Embed,39.473,9.431,None,
S00576,Reference,5.178,1.192,None,
S00576,Hybrid,6.94,1.424,None,
S00577,Embed,96.035,14.285,None,
S00577,Reference,53.984,10.723,None,
S00577,Hybrid,31.907,4.472,None,
S00578,Embed,40.473,8.38,None,
S00578,Reference,258.816,45.078,None,
S00578,Hybrid,161.74,20.729,None,
S00579,Embed,87.09,12.862,None,
S00579,Reference,4.624,0.823,None,
S00579,Hybrid,8.992,1.461,None,
S00580,Embed,37.288,7.984,None,
S00580,Reference,45.247,7.965,None,
S00580,Hybrid,60.859,8.757,None,
S00581,Embed,37.918,8.139,None,
S00581,Reference,392.542,65.126,None,
S00581,Hybrid,166.799,22.269,None,
S00582,Embed,84.75,16.193,None,
S00582,Reference,11.007,1.325,None,
S00582,Hybrid,11.613,1.592,None,
S00583,Embed,45.457,9.163,None,
S00583,Reference,57.153,9.018,None,
S00583,Hybrid,48.279,5.2,None,
S00584,Embed,47.646,8.589,None,
S00584,Reference,321.765,48.926,None,
S00584,Hybrid,156.225,19.809,None,
S00585,Embed,41.343,8.876,None,
S00585,Reference,12.406,1.273,None,
S00585,Hybrid,10.198,1.657,None,
S00586,Embed,43.838,9.794,None,
S00586,Reference,62.724,9.478,None,
S00586,Hybrid,39.541,4.59,None,
S00587,Embed,50.989,11.004,None,
S00587,Reference,287.867,50.467,None,
S00587,Hybrid,120.608,14.835,None,
S00588,Embed,52.412,10.888,None,
S00588,Reference,44.515,8.848,None,
S00588,Hybrid,32.076,7.292,None,
S00589,Embed,48.022,9.934,None,
S00589,Reference,350.244,70.223,None,
S00589,Hybrid,208.791,39.841,None,
S00590,Embed,45.128,9.805,None,
S00590,Reference,1749.514,345.654,None,
S00590,Hybrid,1254.686,246.35,None,
S00591,Embed,60.546,12.914,None,
S00591,Reference,45.025,9.5,None,
S00591,Hybrid,27.001,5.57,None,
S00592,Embed,61.458,10.929,None,
S00592,Reference,457.168,87.988,None,
S00592,Hybrid,154.332,31.538,None,
S00593,Embed,54.807,10.813,None,
S00593,Reference,1666.132,315.679,None,
S00593,Hybrid,1296.57,248.255,None,
S00594,Embed,80.125,15.24,None,
S00594,Reference,48.103,6.288,None,
S00594,Hybrid,36.835,6.522,None,
S00595,Embed,72.182,13.446,None,
S00595,Reference,362.379,71.146,None,
S00595,Hybrid,368.764,72.548,None,
S00596,Embed,27.863,5.21,None,
S00596,Reference,829.912,144.568,None,
S00596,Hybrid,1674.163,312.264,None,
S00597,Embed,43.693,9.413,None,
S00597,Reference,41.87,6.084,None,
S00597,Hybrid,36.598,6.6,None,
S00598,Embed,38.136,7.821,None,
S00598,Reference,166.842,30.826,None,
S00598,Hybrid,146.348,25.77,None,
S00599,Embed,39.562,7.51,None,
S00599,Reference,1419.691,267.742,None,
S00599,Hybrid,911.938,170.509,None,
S00600,Embed,52.04,9.079,None,
S00600,Reference,36.322,1.271,None,
S00600,Hybrid,22.895,0.982,None,
S00601,Embed,18.243,2.129,None,
S00601,Reference,308.385,12.879,None,
S00601,Hybrid,232.608,5.122,None,
S00602,Embed,44.984,8.106,None,
S00602,Reference,1780.767,43.944,None,
S00602,Hybrid,874.462,20.271,None,
S00603,Embed,59.458,11.072,None,
S00603,Reference,33.889,1.034,None,
S00603,Hybrid,22.674,1.684,None,
S00604,Embed,71.179,15.222,None,
S00604,Reference,342.105,13.5,None,
S00604,Hybrid,299.743,6.295,None,
S00605,Embed,74.103,10.468,None,
S00605,Reference,1853.877,69.078,None,
S00605,Hybrid,940.738,20.354,None,
S00606,Embed,57.787,12.314,None,
S00606,Reference,43.88,1.643,None,
S00606,Hybrid,21.468,1.458,None,
S00607,Embed,57.158,12.007,None,
S00607,Reference,330.61,13.818,None,
S00607,Hybrid,191.212,4.96,None,
S00608,Embed,73.174,13.371,None,
S00608,Reference,1401.296,68.556,None,
S00608,Hybrid,1333.999,23.052,None,
S00609,Embed,86.24,12.844,None,
S00609,Reference,29.329,1.756,None,
S00609,Hybrid,38.865,2.265,None,
S00610,Embed,62.264,7.832,None,
S00610,Reference,366.169,13.988,None,
S00610,Hybrid,234.51,5.206,None,
S00611,Embed,53.858,9.761,None,
S00611,Reference,1336.851,56.397,None,
S00611,Hybrid,1197.269,24.56,None,
S00612,Embed,72.065,13.245,None,
S00612,Reference,56.464,4.863,None,
S00612,Hybrid,50.073,7.179,None,
S00613,Embed,68.873,12.907,None,
S00613,Reference,572.835,63.481,None,
S00613,Hybrid,450.012,46.586,None,
S00614,Embed,60.246,10.74,None,
S00614,Reference,2272.841,193.864,None,
S00614,Hybrid,2312.705,206.291,None,
S00615,Embed,42.538,5.872,None,
S00615,Reference,59.547,7.073,None,
S00615,Hybrid,46.134,5.774,None,
S00616,Embed,49.962,9.441,None,
S00616,Reference,510.303,46.128,None,
S00616,Hybrid,304.649,23.224,None,
S00617,Embed,57.31,8.724,None,
S00617,Reference,1921.868,152.456,None,
S00617,Hybrid,2753.175,314.542,None,
S00618,Embed,67.542,14.14,None,
S00618,Reference,62.225,5.721,None,
S00618,Hybrid,49.772,4.864,None,
S00619,Embed,64.205,11.538,None,
S00619,Reference,569.801,62.597,None,
S00619,Hybrid,474.872,50.361,None,
S00620,Embed,47.512,8.791,None,
S00620,Reference,3698.996,484.857,None,
S00620,Hybrid,3104.944,352.789,None,
S00621,Embed,104.151,13.406,None,
S00621,Reference,59.927,5.271,None,
S00621,Hybrid,57.456,6.054,None,
S00622,Embed,51.895,9.246,None,
S00622,Reference,402.733,29.59,None,
S00622,Hybrid,514.044,51.655,None,
S00623,Embed,33.334,6.729,None,
S00623,Reference,2884.93,351.215,None,
S00623,Hybrid,1607.303,136.898,None,
S00624,Embed,65.734,13.768,None,
S00624,Reference,8.245,1.919,None,
S00624,Hybrid,4.442,0.8,None,
S00625,Embed,54.346,11.696,None,
S00625,Reference,72.157,11.315,None,
S00625,Hybrid,33.808,4.717,None,
S00626,Embed,45.634,9.412,None,
S00626,Reference,254.532,36.422,None,
S00626,Hybrid,150.864,18.518,None,
S00627,Embed,29.04,6.156,None,
S00627,Reference,5.966,1.132,None,
S00627,Hybrid,6.669,1.34,None,
S00628,Embed,35.471,7.861,None,
S00628,Reference,66.776,9.348,None,
S00628,Hybrid,34.402,4.521,None,
S00629,Embed,51.513,9.999,None,
S00629,Reference,291.932,45.489,None,
S00629,Hybrid,187.951,23.425,None,
S00630,Embed,58.846,13.367,None,
S00630,Reference,11.337,1.465,None,
S00630,Hybrid,10.442,1.162,None,
S00631,Embed,42.568,9.3,None,
S00631,Reference,65.914,8.421,None,
S00631,Hybrid,33.193,3.993,None,
S00632,Embed,27.419,5.223,None,
S00632,Reference,338.783,55.208,None,
S00632,Hybrid,155.162,17.462,None,
S00633,Embed,25.764,5.139,None,
S00633,Reference,11.838,1.279,None,
S00633,Hybrid,10.45,1.192,None,
S00634,Embed,86.166,15.29,None,
S00634,Reference,86.648,15.362,None,
S00634,Hybrid,31.723,3.749,None,
S00635,Embed,51.444,10.108,None,
S00635,Reference,360.433,56.256,None,
S00635,Hybrid,131.387,14.593,None,
S00636,Embed,25.784,5.157,None,
S00636,Reference,23.867,3.705,None,
S00636,Hybrid,33.337,6.49,None,
S00637,Embed,33.894,6.893,None,
S00637,Reference,282.372,55.405,None,
S00637,Hybrid,267.693,51.061,None,
S00638,Embed,36.9,7.733,None,
S00638,Reference,1259.924,230.781,None,
S00638,Hybrid,1660.538,321.948,None,
S00639,Embed,41.695,8.199,None,
S00639,Reference,26.776,5.44,None,
S00639,Hybrid,49.145,8.953,None,
S00640,Embed,59.601,11.731,None,
S00640,Reference,290.298,56.263,None,
S00640,Hybrid,255.65,49.257,None,
S00641,Embed,48.881,10.054,None,
S00641,Reference,808.559,144.535,None,
S00641,Hybrid,1078.45,206.346,None,
S00642,Embed,54.876,11.186,None,
S00642,Reference,38.976,5.554,None,
S00642,Hybrid,32.51,5.973,None,
S00643,Embed,19.291,4.018,None,
S00643,Reference,386.59,77.108,None,
S00643,Hybrid,299.386,57.417,None,
S00644,Embed,71.781,14.867,None,
S00644,Reference,1042.325,193.992,None,
S00644,Hybrid,1710.416,323.916,None,
S00645,Embed,63.809,13.657,None,
S00645,Reference,36.884,7.008,None,
S00645,Hybrid,43.082,6.024,None,
S00646,Embed,66.18,14.565,None,
S00646,Reference,338.554,63.172,None,
S00646,Hybrid,191.651,35.044,None,
S00647,Embed,39.696,8.693,None,
S00647,Reference,2704.897,539.168,None,
S00647,Hybrid,1099.874,208.45,None,
S00648,Embed,74.801,13.505,None,
S00648,Reference,33.182,1.195,None,
S00648,Hybrid,25.69,1.288,None,
S00649,Embed,60.895,12.095,None,
S00649,Reference,294.52,11.594,None,
S00649,Hybrid,258.93,5.191,None,
S00650,Embed,27.196,4.98,None,
S00650,Reference,1597.955,66.971,None,
S00650,Hybrid,1028.568,20.236,None,
S00651,Embed,39.187,8.171,None,
S00651,Reference,40.179,1.415,None,
S00651,Hybrid,33.588,1.421,None,
S00652,Embed,78.638,16.653,None,
S00652,Reference,306.422,13.563,None,
S00652,Hybrid,286.759,5.139,None,
S00653,Embed,62.165,12.83,None,
S00653,Reference,1526.1,59.703,None,
S00653,Hybrid,1119.899,20.636,None,
S00654,Embed,67.436,14.575,None,
S00654,Reference,34.928,1.595,None,
S00654,Hybrid,30.999,1.176,None,
S00655,Embed,73.158,15.908,None,
S00655,Reference,269.428,8.032,None,
S00655,Hybrid,165.696,4.563,None,
S00656,Embed,73.825,15.875,None,
S00656,Reference,1264.976,47.466,None,
S00656,Hybrid,1172.886,21.042,None,
S00657,Embed,52.995,8.109,None,
S00657,Reference,35.409,0.914,None,
S00657,Hybrid,26.113,1.344,None,
S00658,Embed,27.531,5.053,None,
S00658,Reference,323.622,9.997,None,
S00658,Hybrid,233.508,5.196,None,
S00659,Embed,61.056,13.294,None,
S00659,Reference,1603.468,50.09,None,
S00659,Hybrid,1029.827,19.944,None,
S00660,Embed,28.802,4.881,None,
S00660,Reference,37.225,3.296,None,
S00660,Hybrid,52.95,8.204,None,
S00661,Embed,61.126,13.078,None,
S00661,Reference,588.34,60.19,None,
S00661,Hybrid,518.769,56.244,None,
S00662,Embed,74.849,15.193,None,
S00662,Reference,3176.466,308.411,None,
S00662,Hybrid,2008.374,156.771,None,
S00663,Embed,68.492,12.739,None,
S00663,Reference,62.056,7.192,None,
S00663,Hybrid,56.445,8.741,None,
S00664,Embed,63.545,10.286,None,
S00664,Reference,433.456,23.78,None,
S00664,Hybrid,533.036,52.633,None,
S00665,Embed,86.931,18.612,None,
S00665,Reference,2279.907,214.883,None,
S00665,Hybrid,1870.295,178.138,None,
S00666,Embed,92.973,15.789,None,
S00666,Reference,53.161,4.895,None,
S00666,Hybrid,42.954,2.593,None,
S00667,Embed,42.301,8.056,None,
S00667,Reference,491.548,58.551,None,
S00667,Hybrid,536.271,67.619,None,
S00668,Embed,61.402,12.998,None,
S00668,Reference,2819.09,284.005,None,
S00668,Hybrid,1817.281,148.779,None,
S00669,Embed,37.356,7.107,None,
S00669,Reference,62.908,5.81,None,
S00669,Hybrid,46.147,2.307,None,
S00670,Embed,62.049,12.606,None,
S00670,Reference,526.054,53.256,None,
S00670,Hybrid,520.835,53.384,None,
S00671,Embed,90.12,19.067,None,
S00671,Reference,2410.807,239.695,None,
S00671,Hybrid,2632.41,310.883,None,
S00672,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00672,Reference,31.122,4.815,None,
S00672,Hybrid,28.702,3.391,None,
S00673,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00673,Reference,352.822,43.835,None,
S00673,Hybrid,298.379,33.415,None,
S00674,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00674,Reference,1446.409,171.796,None,
S00674,Hybrid,1161.539,86.941,None,
S00675,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00675,Reference,43.599,4.943,None,
S00675,Hybrid,34.418,4.191,None,
S00676,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00676,Reference,288.758,34.098,None,
S00676,Hybrid,311.429,31.958,None,
S00677,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00677,Reference,1805.35,248.46,None,
S00677,Hybrid,1157.807,125.191,None,
S00678,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00678,Reference,30.499,3.447,None,
S00678,Hybrid,28.546,1.71,None,
S00679,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00679,Reference,245.533,24.052,None,
S00679,Hybrid,257.155,25.619,None,
S00680,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00680,Reference,911.453,106.665,None,
S00680,Hybrid,998.888,108.163,None,
S00681,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00681,Reference,30.85,3.555,None,
S00681,Hybrid,41.731,5.3,None,
S00682,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00682,Reference,319.712,46.149,None,
S00682,Hybrid,160.971,15.079,None,
S00683,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00683,Reference,1185.785,129.258,None,
S00683,Hybrid,761.997,70.683,None,
S00684,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00684,Reference,103.698,16.839,None,
S00684,Hybrid,192.829,35.256,None,
S00685,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00685,Reference,2493.071,433.207,None,
S00685,Hybrid,1351.465,225.322,None,
S00686,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00686,Reference,12574.424,2287.158,None,
S00686,Hybrid,8006.741,1523.852,None,
S00687,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00687,Reference,119.719,19.418,None,
S00687,Hybrid,199.798,38.66,None,
S00688,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00688,Reference,1230.108,236.839,None,
S00688,Hybrid,2196.623,404.614,None,
S00689,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00689,Reference,4704.023,837.493,None,
S00689,Hybrid,4554.352,810.312,None,
S00690,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00690,Reference,158.713,27.982,None,
S00690,Hybrid,129.566,21.216,None,
S00691,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00691,Reference,1137.34,202.524,None,
S00691,Hybrid,904.206,160.811,None,
S00692,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00692,Reference,9887.156,1831.91,None,
S00692,Hybrid,6630.664,1198.52,None,
S00693,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00693,Reference,86.155,13.619,None,
S00693,Hybrid,178.986,33.568,None,
S00694,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00694,Reference,1131.311,203.395,None,
S00694,Hybrid,1604.68,286.223,None,
S00695,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00695,Reference,7716.102,1428.697,None,
S00695,Hybrid,6610.803,1198.129,None,
S00696,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00696,Reference,121.259,2.637,None,
S00696,Hybrid,105.354,3.08,None,
S00697,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00697,Reference,1132.618,23.906,None,
