scenario_id,read_ratio,payload_size_b,cardinality,nested_depth,working_set_ratio,query_selectivity,consistency_penalty_ms,index_coverage,join_fan_out
S01906,0.5,4096,5000,3,0.9,0.05,5,full,10
S01907,0.5,4096,5000,3,0.9,0.05,5,full,50
S01908,0.5,4096,5000,3,0.9,0.5,0,none,1
S01909,0.5,4096,5000,3,0.9,0.5,0,none,10
S01910,0.5,4096,5000,3,0.9,0.5,0,none,50
S01911,0.5,4096,5000,3,0.9,0.5,0,full,1
S01912,0.5,4096,5000,3,0.9,0.5,0,full,10
S01913,0.5,4096,5000,3,0.9,0.5,0,full,50
S01914,0.5,4096,5000,3,0.9,0.5,5,none,1
S01915,0.5,4096,5000,3,0.9,0.5,5,none,10
S01916,0.5,4096,5000,3,0.9,0.5,5,none,50
S01917,0.5,4096,5000,3,0.9,0.5,5,full,1
S01918,0.5,4096,5000,3,0.9,0.5,5,full,10
S01919,0.5,4096,5000,3,0.9,0.5,5,full,50
S01920,0.5,65536,10,1,0.1,0.05,0,none,1
S01921,0.5,65536,10,1,0.1,0.05,0,none,10
S01922,0.5,65536,10,1,0.1,0.05,0,none,50
S01923,0.5,65536,10,1,0.1,0.05,0,full,1
S01924,0.5,65536,10,1,0.1,0.05,0,full,10
S01925,0.5,65536,10,1,0.1,0.05,0,full,50
S01926,0.5,65536,10,1,0.1,0.05,5,none,1
S01927,0.5,65536,10,1,0.1,0.05,5,none,10
S01928,0.5,65536,10,1,0.1,0.05,5,none,50
S01929,0.5,65536,10,1,0.1,0.05,5,full,1
S01930,0.5,65536,10,1,0.1,0.05,5,full,10
S01931,0.5,65536,10,1,0.1,0.05,5,full,50
S01932,0.5,65536,10,1,0.1,0.5,0,none,1
S01933,0.5,65536,10,1,0.1,0.5,0,none,10
S01934,0.5,65536,10,1,0.1,0.5,0,none,50
S01935,0.5,65536,10,1,0.1,0.5,0,full,1
S01936,0.5,65536,10,1,0.1,0.5,0,full,10
S01937,0.5,65536,10,1,0.1,0.5,0,full,50
S01938,0.5,65536,10,1,0.1,0.5,5,none,1
S01939,0.5,65536,10,1,0.1,0.5,5,none,10
S01940,0.5,65536,10,1,0.1,0.5,5,none,50
S01941,0.5,65536,10,1,0.1,0.5,5,full,1
S01942,0.5,65536,10,1,0.1,0.5,5,full,10
S01943,0.5,65536,10,1,0.1,0.5,5,full,50
S01944,0.5,65536,10,1,0.9,0.05,0,none,1
S01945,0.5,65536,10,1,0.9,0.05,0,none,10
S01946,0.5,65536,10,1,0.9,0.05,0,none,50
S01947,0.5,65536,10,1,0.9,0.05,0,full,1
S01948,0.5,65536,10,1,0.9,0.05,0,full,10
S01949,0.5,65536,10,1,0.9,0.05,0,full,50
S01950,0.5,65536,10,1,0.9,0.05,5,none,1
S01951,0.5,65536,10,1,0.9,0.05,5,none,10
S01952,0.5,65536,10,1,0.9,0.05,5,none,50
S01953,0.5,65536,10,1,0.9,0.05,5,full,1
S01954,0.5,65536,10,1,0.9,0.05,5,full,10
S01955,0.5,65536,10,1,0.9,0.05,5,full,50
S01956,0.5,65536,10,1,0.9,0.5,0,none,1
S01957,0.5,65536,10,1,0.9,0.5,0,none,10
S01958,0.5,65536,10,1,0.9,0.5,0,none,50
S01959,0.5,65536,10,1,0.9,0.5,0,full,1
S01960,0.5,65536,10,1,0.9,0.5,0,full,10
S01961,0.5,65536,10,1,0.9,0.5,0,full,50
S01962,0.5,65536,10,1,0.9,0.5,5,none,1
S01963,0.5,65536,10,1,0.9,0.5,5,none,10
S01964,0.5,65536,10,1,0.9,0.5,5,none,50
S01965,0.5,65536,10,1,0.9,0.5,5,full,1
S01966,0.5,65536,10,1,0.9,0.5,5,full,10
S01967,0.5,65536,10,1,0.9,0.5,5,full,50
S01968,0.5,65536,10,3,0.1,0.05,0,none,1
S01969,0.5,65536,10,3,0.1,0.05,0,none,10
S01970,0.5,65536,10,3,0.1,0.05,0,none,50
S01971,0.5,65536,10,3,0.1,0.05,0,full,1
S01972,0.5,65536,10,3,0.1,0.05,0,full,10
S01973,0.5,65536,10,3,0.1,0.05,0,full,50
S01974,0.5,65536,10,3,0.1,0.05,5,none,1
S01975,0.5,65536,10,3,0.1,0.05,5,none,10
S01976,0.5,65536,10,3,0.1,0.05,5,none,50
S01977,0.5,65536,10,3,0.1,0.05,5,full,1
S01978,0.5,65536,10,3,0.1,0.05,5,full,10
S01979,0.5,65536,10,3,0.1,0.05,5,full,50
S01980,0.5,65536,10,3,0.1,0.5,0,none,1
S01981,0.5,65536,10,3,0.1,0.5,0,none,10
S01982,0.5,65536,10,3,0.1,0.5,0,none,50
S01983,0.5,65536,10,3,0.1,0.5,0,full,1
S01984,0.5,65536,10,3,0.1,0.5,0,full,10
S01985,0.5,65536,10,3,0.1,0.5,0,full,50
S01986,0.5,65536,10,3,0.1,0.5,5,none,1
S01987,0.5,65536,10,3,0.1,0.5,5,none,10
S01988,0.5,65536,10,3,0.1,0.5,5,none,50
S01989,0.5,65536,10,3,0.1,0.5,5,full,1
S01990,0.5,65536,10,3,0.1,0.5,5,full,10
S01991,0.5,65536,10,3,0.1,0.5,5,full,50
S01992,0.5,65536,10,3,0.9,0.05,0,none,1
S01993,0.5,65536,10,3,0.9,0.05,0,none,10
S01994,0.5,65536,10,3,0.9,0.05,0,none,50
S01995,0.5,65536,10,3,0.9,0.05,0,full,1
S01996,0.5,65536,10,3,0.9,0.05,0,full,10
S01997,0.5,65536,10,3,0.9,0.05,0,full,50
S01998,0.5,65536,10,3,0.9,0.05,5,none,1
S01999,0.5,65536,10,3,0.9,0.05,5,none,10
S02000,0.5,65536,10,3,0.9,0.05,5,none,50
S02001,0.5,65536,10,3,0.9,0.05,5,full,1
S02002,0.5,65536,10,3,0.9,0.05,5,full,10
S02003,0.5,65536,10,3,0.9,0.05,5,full,50
S02004,0.5,65536,10,3,0.9,0.5,0,none,1
S02005,0.5,65536,10,3,0.9,0.5,0,none,10
S02006,0.5,65536,10,3,0.9,0.5,0,none,50
S02007,0.5,65536,10,3,0.9,0.5,0,full,1
S02008,0.5,65536,10,3,0.9,0.5,0,full,10
S02009,0.5,65536,10,3,0.9,0.5,0,full,50
S02010,0.5,65536,10,3,0.9,0.5,5,none,1
S02011,0.5,65536,10,3,0.9,0.5,5,none,10
S02012,0.5,65536,10,3,0.9,0.5,5,none,50
S02013,0.5,65536,10,3,0.9,0.5,5,full,1
S02014,0.5,65536,10,3,0.9,0.5,5,full,10
S02015,0.5,65536,10,3,0.9,0.5,5,full,50
S02016,0.5,65536,100,1,0.1,0.05,0,none,1
S02017,0.5,65536,100,1,0.1,0.05,0,none,10
S02018,0.5,65536,100,1,0.1,0.05,0,none,50
S02019,0.5,65536,100,1,0.1,0.05,0,full,1
S02020,0.5,65536,100,1,0.1,0.05,0,full,10
S02021,0.5,65536,100,1,0.1,0.05,0,full,50
S02022,0.5,65536,100,1,0.1,0.05,5,none,1
S02023,0.5,65536,100,1,0.1,0.05,5,none,10
S02024,0.5,65536,100,1,0.1,0.05,5,none,50
S02025,0.5,65536,100,1,0.1,0.05,5,full,1
S02026,0.5,65536,100,1,0.1,0.05,5,full,10
S02027,0.5,65536,100,1,0.1,0.05,5,full,50
S02028,0.5,65536,100,1,0.1,0.5,0,none,1
S02029,0.5,65536,100,1,0.1,0.5,0,none,10
S02030,0.5,65536,100,1,0.1,0.5,0,none,50
S02031,0.5,65536,100,1,0.1,0.5,0,full,1
S02032,0.5,65536,100,1,0.1,0.5,0,full,10
S02033,0.5,65536,100,1,0.1,0.5,0,full,50
S02034,0.5,65536,100,1,0.1,0.5,5,none,1
S02035,0.5,65536,100,1,0.1,0.5,5,none,10
S02036,0.5,65536,100,1,0.1,0.5,5,none,50
S02037,0.5,65536,100,1,0.1,0.5,5,full,1
S02038,0.5,65536,100,1,0.1,0.5,5,full,10
S02039,0.5,65536,100,1,0.1,0.5,5,full,50
S02040,0.5,65536,100,1,0.9,0.05,0,none,1
S02041,0.5,65536,100,1,0.9,0.05,0,none,10
S02042,0.5,65536,100,1,0.9,0.05,0,none,50
S02043,0.5,65536,100,1,0.9,0.05,0,full,1
S02044,0.5,65536,100,1,0.9,0.05,0,full,10
S02045,0.5,65536,100,1,0.9,0.05,0,full,50
S02046,0.5,65536,100,1,0.9,0.05,5,none,1
S02047,0.5,65536,100,1,0.9,0.05,5,none,10
S02048,0.5,65536,100,1,0.9,0.05,5,none,50
S02049,0.5,65536,100,1,0.9,0.05,5,full,1
S02050,0.5,65536,100,1,0.9,0.05,5,full,10
S02051,0.5,65536,100,1,0.9,0.05,5,full,50
S02052,0.5,65536,100,1,0.9,0.5,0,none,1
S02053,0.5,65536,100,1,0.9,0.5,0,none,10
S02054,0.5,65536,100,1,0.9,0.5,0,none,50
S02055,0.5,65536,100,1,0.9,0.5,0,full,1
S02056,0.5,65536,100,1,0.9,0.5,0,full,10
S02057,0.5,65536,100,1,0.9,0.5,0,full,50
S02058,0.5,65536,100,1,0.9,0.5,5,none,1
S02059,0.5,65536,100,1,0.9,0.5,5,none,10
S02060,0.5,65536,100,1,0.9,0.5,5,none,50
S02061,0.5,65536,100,1,0.9,0.5,5,full,1
S02062,0.5,65536,100,1,0.9,0.5,5,full,10
S02063,0.5,65536,100,1,0.9,0.5,5,full,50
S02064,0.5,65536,100,3,0.1,0.05,0,none,1
S02065,0.5,65536,100,3,0.1,0.05,0,none,10
S02066,0.5,65536,100,3,0.1,0.05,0,none,50
S02067,0.5,65536,100,3,0.1,0.05,0,full,1
S02068,0.5,65536,100,3,0.1,0.05,0,full,10
S02069,0.5,65536,100,3,0.1,0.05,0,full,50
S02070,0.5,65536,100,3,0.1,0.05,5,none,1
S02071,0.5,65536,100,3,0.1,0.05,5,none,10
S02072,0.5,65536,100,3,0.1,0.05,5,none,50
S02073,0.5,65536,100,3,0.1,0.05,5,full,1
S02074,0.5,65536,100,3,0.1,0.05,5,full,10
S02075,0.5,65536,100,3,0.1,0.05,5,full,50
S02076,0.5,65536,100,3,0.1,0.5,0,none,1
S02077,0.5,65536,100,3,0.1,0.5,0,none,10
S02078,0.5,65536,100,3,0.1,0.5,0,none,50
S02079,0.5,65536,100,3,0.1,0.5,0,full,1
S02080,0.5,65536,100,3,0.1,0.5,0,full,10
S02081,0.5,65536,100,3,0.1,0.5,0,full,50
S02082,0.5,65536,100,3,0.1,0.5,5,none,1
S02083,0.5,65536,100,3,0.1,0.5,5,none,10
S02084,0.5,65536,100,3,0.1,0.5,5,none,50
S02085,0.5,65536,100,3,0.1,0.5,5,full,1
S02086,0.5,65536,100,3,0.1,0.5,5,full,10
S02087,0.5,65536,100,3,0.1,0.5,5,full,50
S02088,0.5,65536,100,3,0.9,0.05,0,none,1
S02089,0.5,65536,100,3,0.9,0.05,0,none,10
S02090,0.5,65536,100,3,0.9,0.05,0,none,50
S02091,0.5,65536,100,3,0.9,0.05,0,full,1
S02092,0.5,65536,100,3,0.9,0.05,0,full,10
S02093,0.5,65536,100,3,0.9,0.05,0,full,50
S02094,0.5,65536,100,3,0.9,0.05,5,none,1
S02095,0.5,65536,100,3,0.9,0.05,5,none,10
S02096,0.5,65536,100,3,0.9,0.05,5,none,50
S02097,0.5,65536,100,3,0.9,0.05,5,full,1
S02098,0.5,65536,100,3,0.9,0.05,5,full,10
S02099,0.5,65536,100,3,0.9,0.05,5,full,50
S02100,0.5,65536,100,3,0.9,0.5,0,none,1
S02101,0.5,65536,100,3,0.9,0.5,0,none,10
S02102,0.5,65536,100,3,0.9,0.5,0,none,50
S02103,0.5,65536,100,3,0.9,0.5,0,full,1
S02104,0.5,65536,100,3,0.9,0.5,0,full,10
S02105,0.5,65536,100,3,0.9,0.5,0,full,50
S02106,0.5,65536,100,3,0.9,0.5,5,none,1
S02107,0.5,65536,100,3,0.9,0.5,5,none,10
S02108,0.5,65536,100,3,0.9,0.5,5,none,50
S02109,0.5,65536,100,3,0.9,0.5,5,full,1
S02110,0.5,65536,100,3,0.9,0.5,5,full,10
S02111,0.5,65536,100,3,0.9,0.5,5,full,50
S02112,0.5,65536,1000,1,0.1,0.05,0,none,1
S02113,0.5,65536,1000,1,0.1,0.05,0,none,10
S02114,0.5,65536,1000,1,0.1,0.05,0,none,50
S02115,0.5,65536,1000,1,0.1,0.05,0,full,1
S02116,0.5,65536,1000,1,0.1,0.05,0,full,10
S02117,0.5,65536,1000,1,0.1,0.05,0,full,50
S02118,0.5,65536,1000,1,0.1,0.05,5,none,1
S02119,0.5,65536,1000,1,0.1,0.05,5,none,10
S02120,0.5,65536,1000,1,0.1,0.05,5,none,50
S02121,0.5,65536,1000,1,0.1,0.05,5,full,1
S02122,0.5,65536,1000,1,0.1,0.05,5,full,10
S02123,0.5,65536,1000,1,0.1,0.05,5,full,50
S02124,0.5,65536,1000,1,0.1,0.5,0,none,1
S02125,0.5,65536,1000,1,0.1,0.5,0,none,10
S02126,0.5,65536,1000,1,0.1,0.5,0,none,50
S02127,0.5,65536,1000,1,0.1,0.5,0,full,1
S02128,0.5,65536,1000,1,0.1,0.5,0,full,10
S02129,0.5,65536,1000,1,0.1,0.5,0,full,50
S02130,0.5,65536,1000,1,0.1,0.5,5,none,1
S02131,0.5,65536,1000,1,0.1,0.5,5,none,10
S02132,0.5,65536,1000,1,0.1,0.5,5,none,50
S02133,0.5,65536,1000,1,0.1,0.5,5,full,1
S02134,0.5,65536,1000,1,0.1,0.5,5,full,10
S02135,0.5,65536,1000,1,0.1,0.5,5,full,50
S02136,0.5,65536,1000,1,0.9,0.05,0,none,1
S02137,0.5,65536,1000,1,0.9,0.05,0,none,10
S02138,0.5,65536,1000,1,0.9,0.05,0,none,50
S02139,0.5,65536,1000,1,0.9,0.05,0,full,1
S02140,0.5,65536,1000,1,0.9,0.05,0,full,10
S02141,0.5,65536,1000,1,0.9,0.05,0,full,50
S02142,0.5,65536,1000,1,0.9,0.05,5,none,1
S02143,0.5,65536,1000,1,0.9,0.05,5,none,10
S02144,0.5,65536,1000,1,0.9,0.05,5,none,50
S02145,0.5,65536,1000,1,0.9,0.05,5,full,1
S02146,0.5,65536,1000,1,0.9,0.05,5,full,10
S02147,0.5,65536,1000,1,0.9,0.05,5,full,50
S02148,0.5,65536,1000,1,0.9,0.5,0,none,1
S02149,0.5,65536,1000,1,0.9,0.5,0,none,10
S02150,0.5,65536,1000,1,0.9,0.5,0,none,50
S02151,0.5,65536,1000,1,0.9,0.5,0,full,1
S02152,0.5,65536,1000,1,0.9,0.5,0,full,10
S02153,0.5,65536,1000,1,0.9,0.5,0,full,50
S02154,0.5,65536,1000,1,0.9,0.5,5,none,1
S02155,0.5,65536,1000,1,0.9,0.5,5,none,10
S02156,0.5,65536,1000,1,0.9,0.5,5,none,50
S02157,0.5,65536,1000,1,0.9,0.5,5,full,1
S02158,0.5,65536,1000,1,0.9,0.5,5,full,10
S02159,0.5,65536,1000,1,0.9,0.5,5,full,50
S02160,0.5,65536,1000,3,0.1,0.05,0,none,1
S02161,0.5,65536,1000,3,0.1,0.05,0,none,10
S02162,0.5,65536,1000,3,0.1,0.05,0,none,50
S02163,0.5,65536,1000,3,0.1,0.05,0,full,1
S02164,0.5,65536,1000,3,0.1,0.05,0,full,10
S02165,0.5,65536,1000,3,0.1,0.05,0,full,50
S02166,0.5,65536,1000,3,0.1,0.05,5,none,1
S02167,0.5,65536,1000,3,0.1,0.05,5,none,10
S02168,0.5,65536,1000,3,0.1,0.05,5,none,50
S02169,0.5,65536,1000,3,0.1,0.05,5,full,1
S02170,0.5,65536,1000,3,0.1,0.05,5,full,10
S02171,0.5,65536,1000,3,0.1,0.05,5,full,50
S02172,0.5,65536,1000,3,0.1,0.5,0,none,1
S02173,0.5,65536,1000,3,0.1,0.5,0,none,10
S02174,0.5,65536,1000,3,0.1,0.5,0,none,50
S02175,0.5,65536,1000,3,0.1,0.5,0,full,1
S02176,0.5,65536,1000,3,0.1,0.5,0,full,10
S02177,0.5,65536,1000,3,0.1,0.5,0,full,50
S02178,0.5,65536,1000,3,0.1,0.5,5,none,1
S02179,0.5,65536,1000,3,0.1,0.5,5,none,10
S02180,0.5,65536,1000,3,0.1,0.5,5,none,50
S02181,0.5,65536,1000,3,0.1,0.5,5,full,1
S02182,0.5,65536,1000,3,0.1,0.5,5,full,10
S02183,0.5,65536,1000,3,0.1,0.5,5,full,50
S02184,0.5,65536,1000,3,0.9,0.05,0,none,1
S02185,0.5,65536,1000,3,0.9,0.05,0,none,10
S02186,0.5,65536,1000,3,0.9,0.05,0,none,50
S02187,0.5,65536,1000,3,0.9,0.05,0,full,1
S02188,0.5,65536,1000,3,0.9,0.05,0,full,10
S02189,0.5,65536,1000,3,0.9,0.05,0,full,50
S02190,0.5,65536,1000,3,0.9,0.05,5,none,1
S02191,0.5,65536,1000,3,0.9,0.05,5,none,10
S02192,0.5,65536,1000,3,0.9,0.05,5,none,50
S02193,0.5,65536,1000,3,0.9,0.05,5,full,1
S02194,0.5,65536,1000,3,0.9,0.05,5,full,10
S02195,0.5,65536,1000,3,0.9,0.05,5,full,50
S02196,0.5,65536,1000,3,0.9,0.5,0,none,1
S02197,0.5,65536,1000,3,0.9,0.5,0,none,10
S02198,0.5,65536,1000,3,0.9,0.5,0,none,50
S02199,0.5,65536,1000,3,0.9,0.5,0,full,1
S02200,0.5,65536,1000,3,0.9,0.5,0,full,10
S02201,0.5,65536,1000,3,0.9,0.5,0,full,50
S02202,0.5,65536,1000,3,0.9,0.5,5,none,1
S02203,0.5,65536,1000,3,0.9,0.5,5,none,10
S02204,0.5,65536,1000,3,0.9,0.5,5,none,50
S02205,0.5,65536,1000,3,0.9,0.5,5,full,1
S02206,0.5,65536,1000,3,0.9,0.5,5,full,10
S02207,0.5,65536,1000,3,0.9,0.5,5,full,50
S02208,0.5,65536,5000,1,0.1,0.05,0,none,1
S02209,0.5,65536,5000,1,0.1,0.05,0,none,10
S02210,0.5,65536,5000,1,0.1,0.05,0,none,50
S02211,0.5,65536,5000,1,0.1,0.05,0,full,1
S02212,0.5,65536,5000,1,0.1,0.05,0,full,10
S02213,0.5,65536,5000,1,0.1,0.05,0,full,50
S02214,0.5,65536,5000,1,0.1,0.05,5,none,1
S02215,0.5,65536,5000,1,0.1,0.05,5,none,10
S02216,0.5,65536,5000,1,0.1,0.05,5,none,50
S02217,0.5,65536,5000,1,0.1,0.05,5,full,1
S02218,0.5,65536,5000,1,0.1,0.05,5,full,10
S02219,0.5,65536,5000,1,0.1,0.05,5,full,50
S02220,0.5,65536,5000,1,0.1,0.5,0,none,1
S02221,0.5,65536,5000,1,0.1,0.5,0,none,10
S02222,0.5,65536,5000,1,0.1,0.5,0,none,50
S02223,0.5,65536,5000,1,0.1,0.5,0,full,1
S02224,0.5,65536,5000,1,0.1,0.5,0,full,10
S02225,0.5,65536,5000,1,0.1,0.5,0,full,50
S02226,0.5,65536,5000,1,0.1,0.5,5,none,1
S02227,0.5,65536,5000,1,0.1,0.5,5,none,10
S02228,0.5,65536,5000,1,0.1,0.5,5,none,50
S02229,0.5,65536,5000,1,0.1,0.5,5,full,1
S02230,0.5,65536,5000,1,0.1,0.5,5,full,10
S02231,0.5,65536,5000,1,0.1,0.5,5,full,50
S02232,0.5,65536,5000,1,0.9,0.05,0,none,1
S02233,0.5,65536,5000,1,0.9,0.05,0,none,10
S02234,0.5,65536,5000,1,0.9,0.05,0,none,50
S02235,0.5,65536,5000,1,0.9,0.05,0,full,1
S02236,0.5,65536,5000,1,0.9,0.05,0,full,10
S02237,0.5,65536,5000,1,0.9,0.05,0,full,50
S02238,0.5,65536,5000,1,0.9,0.05,5,none,1
S02239,0.5,65536,5000,1,0.9,0.05,5,none,10
S02240,0.5,65536,5000,1,0.9,0.05,5,none,50
S02241,0.5,65536,5000,1,0.9,0.05,5,full,1
S02242,0.5,65536,5000,1,0.9,0.05,5,full,10
S02243,0.5,65536,5000,1,0.9,0.05,5,full,50
S02244,0.5,65536,5000,1,0.9,0.5,0,none,1
S02245,0.5,65536,5000,1,0.9,0.5,0,none,10
S02246,0.5,65536,5000,1,0.9,0.5,0,none,50
S02247,0.5,65536,5000,1,0.9,0.5,0,full,1
S02248,0.5,65536,5000,1,0.9,0.5,0,full,10
S02249,0.5,65536,5000,1,0.9,0.5,0,full,50
S02250,0.5,65536,5000,1,0.9,0.5,5,none,1
S02251,0.5,65536,5000,1,0.9,0.5,5,none,10
S02252,0.5,65536,5000,1,0.9,0.5,5,none,50
S02253,0.5,65536,5000,1,0.9,0.5,5,full,1
S02254,0.5,65536,5000,1,0.9,0.5,5,full,10
S02255,0.5,65536,5000,1,0.9,0.5,5,full,50
S02256,0.5,65536,5000,3,0.1,0.05,0,none,1
S02257,0.5,65536,5000,3,0.1,0.05,0,none,10
S02258,0.5,65536,5000,3,0.1,0.05,0,none,50
S02259,0.5,65536,5000,3,0.1,0.05,0,full,1
S02260,0.5,65536,5000,3,0.1,0.05,0,full,10
S02261,0.5,65536,5000,3,0.1,0.05,0,full,50
S02262,0.5,65536,5000,3,0.1,0.05,5,none,1
S02263,0.5,65536,5000,3,0.1,0.05,5,none,10
S02264,0.5,65536,5000,3,0.1,0.05,5,none,50
S02265,0.5,65536,5000,3,0.1,0.05,5,full,1
S02266,0.5,65536,5000,3,0.1,0.05,5,full,10
S02267,0.5,65536,5000,3,0.1,0.05,5,full,50
S02268,0.5,65536,5000,3,0.1,0.5,0,none,1
S02269,0.5,65536,5000,3,0.1,0.5,0,none,10
S02270,0.5,65536,5000,3,0.1,0.5,0,none,50
S02271,0.5,65536,5000,3,0.1,0.5,0,full,1
S02272,0.5,65536,5000,3,0.1,0.5,0,full,10
S02273,0.5,65536,5000,3,0.1,0.5,0,full,50
S02274,0.5,65536,5000,3,0.1,0.5,5,none,1
S02275,0.5,65536,5000,3,0.1,0.5,5,none,10
S02276,0.5,65536,5000,3,0.1,0.5,5,none,50
S02277,0.5,65536,5000,3,0.1,0.5,5,full,1
S02278,0.5,65536,5000,3,0.1,0.5,5,full,10
S02279,0.5,65536,5000,3,0.1,0.5,5,full,50
S02280,0.5,65536,5000,3,0.9,0.05,0,none,1
S02281,0.5,65536,5000,3,0.9,0.05,0,none,10
S02282,0.5,65536,5000,3,0.9,0.05,0,none,50
S02283,0.5,65536,5000,3,0.9,0.05,0,full,1
S02284,0.5,65536,5000,3,0.9,0.05,0,full,10
S02285,0.5,65536,5000,3,0.9,0.05,0,full,50
S02286,0.5,65536,5000,3,0.9,0.05,5,none,1
S02287,0.5,65536,5000,3,0.9,0.05,5,none,10
S02288,0.5,65536,5000,3,0.9,0.05,5,none,50
S02289,0.5,65536,5000,3,0.9,0.05,5,full,1
S02290,0.5,65536,5000,3,0.9,0.05,5,full,10
S02291,0.5,65536,5000,3,0.9,0.05,5,full,50
S02292,0.5,65536,5000,3,0.9,0.5,0,none,1
S02293,0.5,65536,5000,3,0.9,0.5,0,none,10
S02294,0.5,65536,5000,3,0.9,0.5,0,none,50
S02295,0.5,65536,5000,3,0.9,0.5,0,full,1
S02296,0.5,65536,5000,3,0.9,0.5,0,full,10
S02297,0.5,65536,5000,3,0.9,0.5,0,full,50
S02298,0.5,65536,5000,3,0.9,0.5,5,none,1
S02299,0.5,65536,5000,3,0.9,0.5,5,none,10
S02300,0.5,65536,5000,3,0.9,0.5,5,none,50
S02301,0.5,65536,5000,3,0.9,0.5,5,full,1
S02302,0.5,65536,5000,3,0.9,0.5,5,full,10
S02303,0.5,65536,5000,3,0.9,0.5,5,full,50
S02304,0.9,128,10,1,0.1,0.05,0,none,1
S02305,0.9,128,10,1,0.1,0.05,0,none,10
S02306,0.9,128,10,1,0.1,0.05,0,none,50
S02307,0.9,128,10,1,0.1,0.05,0,full,1
S02308,0.9,128,10,1,0.1,0.05,0,full,10
S02309,0.9,128,10,1,0.1,0.05,0,full,50
S02310,0.9,128,10,1,0.1,0.05,5,none,1
S02311,0.9,128,10,1,0.1,0.05,5,none,10
S02312,0.9,128,10,1,0.1,0.05,5,none,50
S02313,0.9,128,10,1,0.1,0.05,5,full,1
S02314,0.9,128,10,1,0.1,0.05,5,full,10
S02315,0.9,128,10,1,0.1,0.05,5,full,50
S02316,0.9,128,10,1,0.1,0.5,0,none,1
S02317,0.9,128,10,1,0.1,0.5,0,none,10
S02318,0.9,128,10,1,0.1,0.5,0,none,50
S02319,0.9,128,10,1,0.1,0.5,0,full,1
S02320,0.9,128,10,1,0.1,0.5,0,full,10
S02321,0.9,128,10,1,0.1,0.5,0,full,50
S02322,0.9,128,10,1,0.1,0.5,5,none,1
S02323,0.9,128,10,1,0.1,0.5,5,none,10
S02324,0.9,128,10,1,0.1,0.5,5,none,50
S02325,0.9,128,10,1,0.1,0.5,5,full,1
S02326,0.9,128,10,1,0.1,0.5,5,full,10
S02327,0.9,128,10,1,0.1,0.5,5,full,50
S02328,0.9,128,10,1,0.9,0.05,0,none,1
S02329,0.9,128,10,1,0.9,0.05,0,none,10
S02330,0.9,128,10,1,0.9,0.05,0,none,50
S02331,0.9,128,10,1,0.9,0.05,0,full,1
S02332,0.9,128,10,1,0.9,0.05,0,full,10
S02333,0.9,128,10,1,0.9,0.05,0,full,50
S02334,0.9,128,10,1,0.9,0.05,5,none,1
S02335,0.9,128,10,1,0.9,0.05,5,none,10
S02336,0.9,128,10,1,0.9,0.05,5,none,50
S02337,0.9,128,10,1,0.9,0.05,5,full,1
S02338,0.9,128,10,1,0.9,0.05,5,full,10
S02339,0.9,128,10,1,0.9,0.05,5,full,50
S02340,0.9,128,10,1,0.9,0.5,0,none,1
S02341,0.9,128,10,1,0.9,0.5,0,none,10
S02342,0.9,128,10,1,0.9,0.5,0,none,50
S02343,0.9,128,10,1,0.9,0.5,0,full,1
S02344,0.9,128,10,1,0.9,0.5,0,full,10
S02345,0.9,128,10,1,0.9,0.5,0,full,50
S02346,0.9,128,10,1,0.9,0.5,5,none,1
S02347,0.9,128,10,1,0.9,0.5,5,none,10
S02348,0.9,128,10,1,0.9,0.5,5,none,50
S02349,0.9,128,10,1,0.9,0.5,5,full,1
S02350,0.9,128,10,1,0.9,0.5,5,full,10
S02351,0.9,128,10,1,0.9,0.5,5,full,50
S02352,0.9,128,10,3,0.1,0.05,0,none,1
S02353,0.9,128,10,3,0.1,0.05,0,none,10
S02354,0.9,128,10,3,0.1,0.05,0,none,50
S02355,0.9,128,10,3,0.1,0.05,0,full,1
S02356,0.9,128,10,3,0.1,0.05,0,full,10
S02357,0.9,128,10,3,0.1,0.05,0,full,50
S02358,0.9,128,10,3,0.1,0.05,5,none,1
S02359,0.9,128,10,3,0.1,0.05,5,none,10
S02360,0.9,128,10,3,0.1,0.05,5,none,50
S02361,0.9,128,10,3,0.1,0.05,5,full,1
S02362,0.9,128,10,3,0.1,0.05,5,full,10
S02363,0.9,128,10,3,0.1,0.05,5,full,50
S02364,0.9,128,10,3,0.1,0.5,0,none,1
S02365,0.9,128,10,3,0.1,0.5,0,none,10
S02366,0.9,128,10,3,0.1,0.5,0,none,50
S02367,0.9,128,10,3,0.1,0.5,0,full,1
S02368,0.9,128,10,3,0.1,0.5,0,full,10
S02369,0.9,128,10,3,0.1,0.5,0,full,50
S02370,0.9,128,10,3,0.1,0.5,5,none,1
S02371,0.9,128,10,3,0.1,0.5,5,none,10
S02372,0.9,128,10,3,0.1,0.5,5,none,50
S02373,0.9,128,10,3,0.1,0.5,5,full,1
S02374,0.9,128,10,3,0.1,0.5,5,full,10
S02375,0.9,128,10,3,0.1,0.5,5,full,50
S02376,0.9,128,10,3,0.9,0.05,0,none,1
S02377,0.9,128,10,3,0.9,0.05,0,none,10
S02378,0.9,128,10,3,0.9,0.05,0,none,50
S02379,0.9,128,10,3,0.9,0.05,0,full,1
S02380,0.9,128,10,3,0.9,0.05,0,full,10
