scenario_id,read_ratio,payload_size_b,cardinality,nested_depth,working_set_ratio,query_selectivity,consistency_penalty_ms,index_coverage,join_fan_out
S00952,0.2,65536,100,3,0.9,0.5,0,full,10
S00953,0.2,65536,100,3,0.9,0.5,0,full,50
S00954,0.2,65536,100,3,0.9,0.5,5,none,1
S00955,0.2,65536,100,3,0.9,0.5,5,none,10
S00956,0.2,65536,100,3,0.9,0.5,5,none,50
S00957,0.2,65536,100,3,0.9,0.5,5,full,1
S00958,0.2,65536,100,3,0.9,0.5,5,full,10
S00959,0.2,65536,100,3,0.9,0.5,5,full,50
S00960,0.2,65536,1000,1,0.1,0.05,0,none,1
S00961,0.2,65536,1000,1,0.1,0.05,0,none,10
S00962,0.2,65536,1000,1,0.1,0.05,0,none,50
S00963,0.2,65536,1000,1,0.1,0.05,0,full,1
S00964,0.2,65536,1000,1,0.1,0.05,0,full,10
S00965,0.2,65536,1000,1,0.1,0.05,0,full,50
S00966,0.2,65536,1000,1,0.1,0.05,5,none,1
S00967,0.2,65536,1000,1,0.1,0.05,5,none,10
S00968,0.2,65536,1000,1,0.1,0.05,5,none,50
S00969,0.2,65536,1000,1,0.1,0.05,5,full,1
S00970,0.2,65536,1000,1,0.1,0.05,5,full,10
S00971,0.2,65536,1000,1,0.1,0.05,5,full,50
S00972,0.2,65536,1000,1,0.1,0.5,0,none,1
S00973,0.2,65536,1000,1,0.1,0.5,0,none,10
S00974,0.2,65536,1000,1,0.1,0.5,0,none,50
S00975,0.2,65536,1000,1,0.1,0.5,0,full,1
S00976,0.2,65536,1000,1,0.1,0.5,0,full,10
S00977,0.2,65536,1000,1,0.1,0.5,0,full,50
S00978,0.2,65536,1000,1,0.1,0.5,5,none,1
S00979,0.2,65536,1000,1,0.1,0.5,5,none,10
S00980,0.2,65536,1000,1,0.1,0.5,5,none,50
S00981,0.2,65536,1000,1,0.1,0.5,5,full,1
S00982,0.2,65536,1000,1,0.1,0.5,5,full,10
S00983,0.2,65536,1000,1,0.1,0.5,5,full,50
S00984,0.2,65536,1000,1,0.9,0.05,0,none,1
S00985,0.2,65536,1000,1,0.9,0.05,0,none,10
S00986,0.2,65536,1000,1,0.9,0.05,0,none,50
S00987,0.2,65536,1000,1,0.9,0.05,0,full,1
S00988,0.2,65536,1000,1,0.9,0.05,0,full,10
S00989,0.2,65536,1000,1,0.9,0.05,0,full,50
S00990,0.2,65536,1000,1,0.9,0.05,5,none,1
S00991,0.2,65536,1000,1,0.9,0.05,5,none,10
S00992,0.2,65536,1000,1,0.9,0.05,5,none,50
S00993,0.2,65536,1000,1,0.9,0.05,5,full,1
S00994,0.2,65536,1000,1,0.9,0.05,5,full,10
S00995,0.2,65536,1000,1,0.9,0.05,5,full,50
S00996,0.2,65536,1000,1,0.9,0.5,0,none,1
S00997,0.2,65536,1000,1,0.9,0.5,0,none,10
S00998,0.2,65536,1000,1,0.9,0.5,0,none,50
S00999,0.2,65536,1000,1,0.9,0.5,0,full,1
S01000,0.2,65536,1000,1,0.9,0.5,0,full,10
S01001,0.2,65536,1000,1,0.9,0.5,0,full,50
S01002,0.2,65536,1000,1,0.9,0.5,5,none,1
S01003,0.2,65536,1000,1,0.9,0.5,5,none,10
S01004,0.2,65536,1000,1,0.9,0.5,5,none,50
S01005,0.2,65536,1000,1,0.9,0.5,5,full,1
S01006,0.2,65536,1000,1,0.9,0.5,5,full,10
S01007,0.2,65536,1000,1,0.9,0.5,5,full,50
S01008,0.2,65536,1000,3,0.1,0.05,0,none,1
S01009,0.2,65536,1000,3,0.1,0.05,0,none,10
S01010,0.2,65536,1000,3,0.1,0.05,0,none,50
S01011,0.2,65536,1000,3,0.1,0.05,0,full,1
S01012,0.2,65536,1000,3,0.1,0.05,0,full,10
S01013,0.2,65536,1000,3,0.1,0.05,0,full,50
S01014,0.2,65536,1000,3,0.1,0.05,5,none,1
S01015,0.2,65536,1000,3,0.1,0.05,5,none,10
S01016,0.2,65536,1000,3,0.1,0.05,5,none,50
S01017,0.2,65536,1000,3,0.1,0.05,5,full,1
S01018,0.2,65536,1000,3,0.1,0.05,5,full,10
S01019,0.2,65536,1000,3,0.1,0.05,5,full,50
S01020,0.2,65536,1000,3,0.1,0.5,0,none,1
S01021,0.2,65536,1000,3,0.1,0.5,0,none,10
S01022,0.2,65536,1000,3,0.1,0.5,0,none,50
S01023,0.2,65536,1000,3,0.1,0.5,0,full,1
S01024,0.2,65536,1000,3,0.1,0.5,0,full,10
S01025,0.2,65536,1000,3,0.1,0.5,0,full,50
S01026,0.2,65536,1000,3,0.1,0.5,5,none,1
S01027,0.2,65536,1000,3,0.1,0.5,5,none,10
S01028,0.2,65536,1000,3,0.1,0.5,5,none,50
S01029,0.2,65536,1000,3,0.1,0.5,5,full,1
S01030,0.2,65536,1000,3,0.1,0.5,5,full,10
S01031,0.2,65536,1000,3,0.1,0.5,5,full,50
S01032,0.2,65536,1000,3,0.9,0.05,0,none,1
S01033,0.2,65536,1000,3,0.9,0.05,0,none,10
S01034,0.2,65536,1000,3,0.9,0.05,0,none,50
S01035,0.2,65536,1000,3,0.9,0.05,0,full,1
S01036,0.2,65536,1000,3,0.9,0.05,0,full,10
S01037,0.2,65536,1000,3,0.9,0.05,0,full,50
S01038,0.2,65536,1000,3,0.9,0.05,5,none,1
S01039,0.2,65536,1000,3,0.9,0.05,5,none,10
S01040,0.2,65536,1000,3,0.9,0.05,5,none,50
S01041,0.2,65536,1000,3,0.9,0.05,5,full,1
S01042,0.2,65536,1000,3,0.9,0.05,5,full,10
S01043,0.2,65536,1000,3,0.9,0.05,5,full,50
S01044,0.2,65536,1000,3,0.9,0.5,0,none,1
S01045,0.2,65536,1000,3,0.9,0.5,0,none,10
S01046,0.2,65536,1000,3,0.9,0.5,0,none,50
S01047,0.2,65536,1000,3,0.9,0.5,0,full,1
S01048,0.2,65536,1000,3,0.9,0.5,0,full,10
S01049,0.2,65536,1000,3,0.9,0.5,0,full,50
S01050,0.2,65536,1000,3,0.9,0.5,5,none,1
S01051,0.2,65536,1000,3,0.9,0.5,5,none,10
S01052,0.2,65536,1000,3,0.9,0.5,5,none,50
S01053,0.2,65536,1000,3,0.9,0.5,5,full,1
S01054,0.2,65536,1000,3,0.9,0.5,5,full,10
S01055,0.2,65536,1000,3,0.9,0.5,5,full,50
S01056,0.2,65536,5000,1,0.1,0.05,0,none,1
S01057,0.2,65536,5000,1,0.1,0.05,0,none,10
S01058,0.2,65536,5000,1,0.1,0.05,0,none,50
S01059,0.2,65536,5000,1,0.1,0.05,0,full,1
S01060,0.2,65536,5000,1,0.1,0.05,0,full,10
S01061,0.2,65536,5000,1,0.1,0.05,0,full,50
S01062,0.2,65536,5000,1,0.1,0.05,5,none,1
S01063,0.2,65536,5000,1,0.1,0.05,5,none,10
S01064,0.2,65536,5000,1,0.1,0.05,5,none,50
S01065,0.2,65536,5000,1,0.1,0.05,5,full,1
S01066,0.2,65536,5000,1,0.1,0.05,5,full,10
S01067,0.2,65536,5000,1,0.1,0.05,5,full,50
S01068,0.2,65536,5000,1,0.1,0.5,0,none,1
S01069,0.2,65536,5000,1,0.1,0.5,0,none,10
S01070,0.2,65536,5000,1,0.1,0.5,0,none,50
S01071,0.2,65536,5000,1,0.1,0.5,0,full,1
S01072,0.2,65536,5000,1,0.1,0.5,0,full,10
S01073,0.2,65536,5000,1,0.1,0.5,0,full,50
S01074,0.2,65536,5000,1,0.1,0.5,5,none,1
S01075,0.2,65536,5000,1,0.1,0.5,5,none,10
S01076,0.2,65536,5000,1,0.1,0.5,5,none,50
S01077,0.2,65536,5000,1,0.1,0.5,5,full,1
S01078,0.2,65536,5000,1,0.1,0.5,5,full,10
S01079,0.2,65536,5000,1,0.1,0.5,5,full,50
S01080,0.2,65536,5000,1,0.9,0.05,0,none,1
S01081,0.2,65536,5000,1,0.9,0.05,0,none,10
S01082,0.2,65536,5000,1,0.9,0.05,0,none,50
S01083,0.2,65536,5000,1,0.9,0.05,0,full,1
S01084,0.2,65536,5000,1,0.9,0.05,0,full,10
S01085,0.2,65536,5000,1,0.9,0.05,0,full,50
S01086,0.2,65536,5000,1,0.9,0.05,5,none,1
S01087,0.2,65536,5000,1,0.9,0.05,5,none,10
S01088,0.2,65536,5000,1,0.9,0.05,5,none,50
S01089,0.2,65536,5000,1,0.9,0.05,5,full,1
S01090,0.2,65536,5000,1,0.9,0.05,5,full,10
S01091,0.2,65536,5000,1,0.9,0.05,5,full,50
S01092,0.2,65536,5000,1,0.9,0.5,0,none,1
S01093,0.2,65536,5000,1,0.9,0.5,0,none,10
S01094,0.2,65536,5000,1,0.9,0.5,0,none,50
S01095,0.2,65536,5000,1,0.9,0.5,0,full,1
S01096,0.2,65536,5000,1,0.9,0.5,0,full,10
S01097,0.2,65536,5000,1,0.9,0.5,0,full,50
S01098,0.2,65536,5000,1,0.9,0.5,5,none,1
S01099,0.2,65536,5000,1,0.9,0.5,5,none,10
S01100,0.2,65536,5000,1,0.9,0.5,5,none,50
S01101,0.2,65536,5000,1,0.9,0.5,5,full,1
S01102,0.2,65536,5000,1,0.9,0.5,5,full,10
S01103,0.2,65536,5000,1,0.9,0.5,5,full,50
S01104,0.2,65536,5000,3,0.1,0.05,0,none,1
S01105,0.2,65536,5000,3,0.1,0.05,0,none,10
S01106,0.2,65536,5000,3,0.1,0.05,0,none,50
S01107,0.2,65536,5000,3,0.1,0.05,0,full,1
S01108,0.2,65536,5000,3,0.1,0.05,0,full,10
S01109,0.2,65536,5000,3,0.1,0.05,0,full,50
S01110,0.2,65536,5000,3,0.1,0.05,5,none,1
S01111,0.2,65536,5000,3,0.1,0.05,5,none,10
S01112,0.2,65536,5000,3,0.1,0.05,5,none,50
S01113,0.2,65536,5000,3,0.1,0.05,5,full,1
S01114,0.2,65536,5000,3,0.1,0.05,5,full,10
S01115,0.2,65536,5000,3,0.1,0.05,5,full,50
S01116,0.2,65536,5000,3,0.1,0.5,0,none,1
S01117,0.2,65536,5000,3,0.1,0.5,0,none,10
S01118,0.2,65536,5000,3,0.1,0.5,0,none,50
S01119,0.2,65536,5000,3,0.1,0.5,0,full,1
S01120,0.2,65536,5000,3,0.1,0.5,0,full,10
S01121,0.2,65536,5000,3,0.1,0.5,0,full,50
S01122,0.2,65536,5000,3,0.1,0.5,5,none,1
S01123,0.2,65536,5000,3,0.1,0.5,5,none,10
S01124,0.2,65536,5000,3,0.1,0.5,5,none,50
S01125,0.2,65536,5000,3,0.1,0.5,5,full,1
S01126,0.2,65536,5000,3,0.1,0.5,5,full,10
S01127,0.2,65536,5000,3,0.1,0.5,5,full,50
S01128,0.2,65536,5000,3,0.9,0.05,0,none,1
S01129,0.2,65536,5000,3,0.9,0.05,0,none,10
S01130,0.2,65536,5000,3,0.9,0.05,0,none,50
S01131,0.2,65536,5000,3,0.9,0.05,0,full,1
S01132,0.2,65536,5000,3,0.9,0.05,0,full,10
S01133,0.2,65536,5000,3,0.9,0.05,0,full,50
S01134,0.2,65536,5000,3,0.9,0.05,5,none,1
S01135,0.2,65536,5000,3,0.9,0.05,5,none,10
S01136,0.2,65536,5000,3,0.9,0.05,5,none,50
S01137,0.2,65536,5000,3,0.9,0.05,5,full,1
S01138,0.2,65536,5000,3,0.9,0.05,5,full,10
S01139,0.2,65536,5000,3,0.9,0.05,5,full,50
S01140,0.2,65536,5000,3,0.9,0.5,0,none,1
S01141,0.2,65536,5000,3,0.9,0.5,0,none,10
S01142,0.2,65536,5000,3,0.9,0.5,0,none,50
S01143,0.2,65536,5000,3,0.9,0.5,0,full,1
S01144,0.2,65536,5000,3,0.9,0.5,0,full,10
S01145,0.2,65536,5000,3,0.9,0.5,0,full,50
S01146,0.2,65536,5000,3,0.9,0.5,5,none,1
S01147,0.2,65536,5000,3,0.9,0.5,5,none,10
S01148,0.2,65536,5000,3,0.9,0.5,5,none,50
S01149,0.2,65536,5000,3,0.9,0.5,5,full,1
S01150,0.2,65536,5000,3,0.9,0.5,5,full,10
S01151,0.2,65536,5000,3,0.9,0.5,5,full,50
S01152,0.5,128,10,1,0.1,0.05,0,none,1
S01153,0.5,128,10,1,0.1,0.05,0,none,10
S01154,0.5,128,10,1,0.1,0.05,0,none,50
S01155,0.5,128,10,1,0.1,0.05,0,full,1
S01156,0.5,128,10,1,0.1,0.05,0,full,10
S01157,0.5,128,10,1,0.1,0.05,0,full,50
S01158,0.5,128,10,1,0.1,0.05,5,none,1
S01159,0.5,128,10,1,0.1,0.05,5,none,10
S01160,0.5,128,10,1,0.1,0.05,5,none,50
S01161,0.5,128,10,1,0.1,0.05,5,full,1
S01162,0.5,128,10,1,0.1,0.05,5,full,10
S01163,0.5,128,10,1,0.1,0.05,5,full,50
S01164,0.5,128,10,1,0.1,0.5,0,none,1
S01165,0.5,128,10,1,0.1,0.5,0,none,10
S01166,0.5,128,10,1,0.1,0.5,0,none,50
S01167,0.5,128,10,1,0.1,0.5,0,full,1
S01168,0.5,128,10,1,0.1,0.5,0,full,10
S01169,0.5,128,10,1,0.1,0.5,0,full,50
S01170,0.5,128,10,1,0.1,0.5,5,none,1
S01171,0.5,128,10,1,0.1,0.5,5,none,10
S01172,0.5,128,10,1,0.1,0.5,5,none,50
S01173,0.5,128,10,1,0.1,0.5,5,full,1
S01174,0.5,128,10,1,0.1,0.5,5,full,10
S01175,0.5,128,10,1,0.1,0.5,5,full,50
S01176,0.5,128,10,1,0.9,0.05,0,none,1
S01177,0.5,128,10,1,0.9,0.05,0,none,10
S01178,0.5,128,10,1,0.9,0.05,0,none,50
S01179,0.5,128,10,1,0.9,0.05,0,full,1
S01180,0.5,128,10,1,0.9,0.05,0,full,10
S01181,0.5,128,10,1,0.9,0.05,0,full,50
S01182,0.5,128,10,1,0.9,0.05,5,none,1
S01183,0.5,128,10,1,0.9,0.05,5,none,10
S01184,0.5,128,10,1,0.9,0.05,5,none,50
S01185,0.5,128,10,1,0.9,0.05,5,full,1
S01186,0.5,128,10,1,0.9,0.05,5,full,10
S01187,0.5,128,10,1,0.9,0.05,5,full,50
S01188,0.5,128,10,1,0.9,0.5,0,none,1
S01189,0.5,128,10,1,0.9,0.5,0,none,10
S01190,0.5,128,10,1,0.9,0.5,0,none,50
S01191,0.5,128,10,1,0.9,0.5,0,full,1
S01192,0.5,128,10,1,0.9,0.5,0,full,10
S01193,0.5,128,10,1,0.9,0.5,0,full,50
S01194,0.5,128,10,1,0.9,0.5,5,none,1
S01195,0.5,128,10,1,0.9,0.5,5,none,10
S01196,0.5,128,10,1,0.9,0.5,5,none,50
S01197,0.5,128,10,1,0.9,0.5,5,full,1
S01198,0.5,128,10,1,0.9,0.5,5,full,10
S01199,0.5,128,10,1,0.9,0.5,5,full,50
S01200,0.5,128,10,3,0.1,0.05,0,none,1
S01201,0.5,128,10,3,0.1,0.05,0,none,10
S01202,0.5,128,10,3,0.1,0.05,0,none,50
S01203,0.5,128,10,3,0.1,0.05,0,full,1
S01204,0.5,128,10,3,0.1,0.05,0,full,10
S01205,0.5,128,10,3,0.1,0.05,0,full,50
S01206,0.5,128,10,3,0.1,0.05,5,none,1
S01207,0.5,128,10,3,0.1,0.05,5,none,10
S01208,0.5,128,10,3,0.1,0.05,5,none,50
S01209,0.5,128,10,3,0.1,0.05,5,full,1
S01210,0.5,128,10,3,0.1,0.05,5,full,10
S01211,0.5,128,10,3,0.1,0.05,5,full,50
S01212,0.5,128,10,3,0.1,0.5,0,none,1
S01213,0.5,128,10,3,0.1,0.5,0,none,10
S01214,0.5,128,10,3,0.1,0.5,0,none,50
S01215,0.5,128,10,3,0.1,0.5,0,full,1
S01216,0.5,128,10,3,0.1,0.5,0,full,10
S01217,0.5,128,10,3,0.1,0.5,0,full,50
S01218,0.5,128,10,3,0.1,0.5,5,none,1
S01219,0.5,128,10,3,0.1,0.5,5,none,10
S01220,0.5,128,10,3,0.1,0.5,5,none,50
S01221,0.5,128,10,3,0.1,0.5,5,full,1
S01222,0.5,128,10,3,0.1,0.5,5,full,10
S01223,0.5,128,10,3,0.1,0.5,5,full,50
S01224,0.5,128,10,3,0.9,0.05,0,none,1
S01225,0.5,128,10,3,0.9,0.05,0,none,10
S01226,0.5,128,10,3,0.9,0.05,0,none,50
S01227,0.5,128,10,3,0.9,0.05,0,full,1
S01228,0.5,128,10,3,0.9,0.05,0,full,10
S01229,0.5,128,10,3,0.9,0.05,0,full,50
S01230,0.5,128,10,3,0.9,0.05,5,none,1
S01231,0.5,128,10,3,0.9,0.05,5,none,10
S01232,0.5,128,10,3,0.9,0.05,5,none,50
S01233,0.5,128,10,3,0.9,0.05,5,full,1
S01234,0.5,128,10,3,0.9,0.05,5,full,10
S01235,0.5,128,10,3,0.9,0.05,5,full,50
S01236,0.5,128,10,3,0.9,0.5,0,none,1
S01237,0.5,128,10,3,0.9,0.5,0,none,10
S01238,0.5,128,10,3,0.9,0.5,0,none,50
S01239,0.5,128,10,3,0.9,0.5,0,full,1
S01240,0.5,128,10,3,0.9,0.5,0,full,10
S01241,0.5,128,10,3,0.9,0.5,0,full,50
S01242,0.5,128,10,3,0.9,0.5,5,none,1
S01243,0.5,128,10,3,0.9,0.5,5,none,10
S01244,0.5,128,10,3,0.9,0.5,5,none,50
S01245,0.5,128,10,3,0.9,0.5,5,full,1
S01246,0.5,128,10,3,0.9,0.5,5,full,10
S01247,0.5,128,10,3,0.9,0.5,5,full,50
S01248,0.5,128,100,1,0.1,0.05,0,none,1
S01249,0.5,128,100,1,0.1,0.05,0,none,10
S01250,0.5,128,100,1,0.1,0.05,0,none,50
S01251,0.5,128,100,1,0.1,0.05,0,full,1
S01252,0.5,128,100,1,0.1,0.05,0,full,10
S01253,0.5,128,100,1,0.1,0.05,0,full,50
S01254,0.5,128,100,1,0.1,0.05,5,none,1
S01255,0.5,128,100,1,0.1,0.05,5,none,10
S01256,0.5,128,100,1,0.1,0.05,5,none,50
S01257,0.5,128,100,1,0.1,0.05,5,full,1
S01258,0.5,128,100,1,0.1,0.05,5,full,10
S01259,0.5,128,100,1,0.1,0.05,5,full,50
S01260,0.5,128,100,1,0.1,0.5,0,none,1
S01261,0.5,128,100,1,0.1,0.5,0,none,10
S01262,0.5,128,100,1,0.1,0.5,0,none,50
S01263,0.5,128,100,1,0.1,0.5,0,full,1
S01264,0.5,128,100,1,0.1,0.5,0,full,10
S01265,0.5,128,100,1,0.1,0.5,0,full,50
S01266,0.5,128,100,1,0.1,0.5,5,none,1
S01267,0.5,128,100,1,0.1,0.5,5,none,10
S01268,0.5,128,100,1,0.1,0.5,5,none,50
S01269,0.5,128,100,1,0.1,0.5,5,full,1
S01270,0.5,128,100,1,0.1,0.5,5,full,10
S01271,0.5,128,100,1,0.1,0.5,5,full,50
S01272,0.5,128,100,1,0.9,0.05,0,none,1
S01273,0.5,128,100,1,0.9,0.05,0,none,10
S01274,0.5,128,100,1,0.9,0.05,0,none,50
S01275,0.5,128,100,1,0.9,0.05,0,full,1
S01276,0.5,128,100,1,0.9,0.05,0,full,10
S01277,0.5,128,100,1,0.9,0.05,0,full,50
S01278,0.5,128,100,1,0.9,0.05,5,none,1
S01279,0.5,128,100,1,0.9,0.05,5,none,10
S01280,0.5,128,100,1,0.9,0.05,5,none,50
S01281,0.5,128,100,1,0.9,0.05,5,full,1
S01282,0.5,128,100,1,0.9,0.05,5,full,10
S01283,0.5,128,100,1,0.9,0.05,5,full,50
S01284,0.5,128,100,1,0.9,0.5,0,none,1
S01285,0.5,128,100,1,0.9,0.5,0,none,10
S01286,0.5,128,100,1,0.9,0.5,0,none,50
S01287,0.5,128,100,1,0.9,0.5,0,full,1
S01288,0.5,128,100,1,0.9,0.5,0,full,10
S01289,0.5,128,100,1,0.9,0.5,0,full,50
S01290,0.5,128,100,1,0.9,0.5,5,none,1
S01291,0.5,128,100,1,0.9,0.5,5,none,10
S01292,0.5,128,100,1,0.9,0.5,5,none,50
S01293,0.5,128,100,1,0.9,0.5,5,full,1
S01294,0.5,128,100,1,0.9,0.5,5,full,10
S01295,0.5,128,100,1,0.9,0.5,5,full,50
S01296,0.5,128,100,3,0.1,0.05,0,none,1
S01297,0.5,128,100,3,0.1,0.05,0,none,10
S01298,0.5,128,100,3,0.1,0.05,0,none,50
S01299,0.5,128,100,3,0.1,0.05,0,full,1
S01300,0.5,128,100,3,0.1,0.05,0,full,10
S01301,0.5,128,100,3,0.1,0.05,0,full,50
S01302,0.5,128,100,3,0.1,0.05,5,none,1
S01303,0.5,128,100,3,0.1,0.05,5,none,10
S01304,0.5,128,100,3,0.1,0.05,5,none,50
S01305,0.5,128,100,3,0.1,0.05,5,full,1
S01306,0.5,128,100,3,0.1,0.05,5,full,10
S01307,0.5,128,100,3,0.1,0.05,5,full,50
S01308,0.5,128,100,3,0.1,0.5,0,none,1
S01309,0.5,128,100,3,0.1,0.5,0,none,10
S01310,0.5,128,100,3,0.1,0.5,0,none,50
S01311,0.5,128,100,3,0.1,0.5,0,full,1
S01312,0.5,128,100,3,0.1,0.5,0,full,10
S01313,0.5,128,100,3,0.1,0.5,0,full,50
S01314,0.5,128,100,3,0.1,0.5,5,none,1
S01315,0.5,128,100,3,0.1,0.5,5,none,10
S01316,0.5,128,100,3,0.1,0.5,5,none,50
S01317,0.5,128,100,3,0.1,0.5,5,full,1
S01318,0.5,128,100,3,0.1,0.5,5,full,10
S01319,0.5,128,100,3,0.1,0.5,5,full,50
S01320,0.5,128,100,3,0.9,0.05,0,none,1
S01321,0.5,128,100,3,0.9,0.05,0,none,10
S01322,0.5,128,100,3,0.9,0.05,0,none,50
S01323,0.5,128,100,3,0.9,0.05,0,full,1
S01324,0.5,128,100,3,0.9,0.05,0,full,10
S01325,0.5,128,100,3,0.9,0.05,0,full,50
S01326,0.5,128,100,3,0.9,0.05,5,none,1
S01327,0.5,128,100,3,0.9,0.05,5,none,10
S01328,0.5,128,100,3,0.9,0.05,5,none,50
S01329,0.5,128,100,3,0.9,0.05,5,full,1
S01330,0.5,128,100,3,0.9,0.05,5,full,10
S01331,0.5,128,100,3,0.9,0.05,5,full,50
S01332,0.5,128,100,3,0.9,0.5,0,none,1
S01333,0.5,128,100,3,0.9,0.5,0,none,10
S01334,0.5,128,100,3,0.9,0.5,0,none,50
S01335,0.5,128,100,3,0.9,0.5,0,full,1
S01336,0.5,128,100,3,0.9,0.5,0,full,10
S01337,0.5,128,100,3,0.9,0.5,0,full,50
S01338,0.5,128,100,3,0.9,0.5,5,none,1
S01339,0.5,128,100,3,0.9,0.5,5,none,10
S01340,0.5,128,100,3,0.9,0.5,5,none,50
S01341,0.5,128,100,3,0.9,0.5,5,full,1
S01342,0.5,128,100,3,0.9,0.5,5,full,10
S01343,0.5,128,100,3,0.9,0.5,5,full,50
S01344,0.5,128,1000,1,0.1,0.05,0,none,1
S01345,0.5,128,1000,1,0.1,0.05,0,none,10
S01346,0.5,128,1000,1,0.1,0.05,0,none,50
S01347,0.5,128,1000,1,0.1,0.05,0,full,1
S01348,0.5,128,1000,1,0.1,0.05,0,full,10
S01349,0.5,128,1000,1,0.1,0.05,0,full,50
S01350,0.5,128,1000,1,0.1,0.05,5,none,1
S01351,0.5,128,1000,1,0.1,0.05,5,none,10
S01352,0.5,128,1000,1,0.1,0.05,5,none,50
S01353,0.5,128,1000,1,0.1,0.05,5,full,1
S01354,0.5,128,1000,1,0.1,0.05,5,full,10
S01355,0.5,128,1000,1,0.1,0.05,5,full,50
S01356,0.5,128,1000,1,0.1,0.5,0,none,1
S01357,0.5,128,1000,1,0.1,0.5,0,none,10
S01358,0.5,128,1000,1,0.1,0.5,0,none,50
S01359,0.5,128,1000,1,0.1,0.5,0,full,1
S01360,0.5,128,1000,1,0.1,0.5,0,full,10
S01361,0.5,128,1000,1,0.1,0.5,0,full,50
S01362,0.5,128,1000,1,0.1,0.5,5,none,1
S01363,0.5,128,1000,1,0.1,0.5,5,none,10
S01364,0.5,128,1000,1,0.1,0.5,5,none,50
S01365,0.5,128,1000,1,0.1,0.5,5,full,1
S01366,0.5,128,1000,1,0.1,0.5,5,full,10
S01367,0.5,128,1000,1,0.1,0.5,5,full,50
S01368,0.5,128,1000,1,0.9,0.05,0,none,1
S01369,0.5,128,1000,1,0.9,0.05,0,none,10
S01370,0.5,128,1000,1,0.9,0.05,0,none,50
S01371,0.5,128,1000,1,0.9,0.05,0,full,1
S01372,0.5,128,1000,1,0.9,0.05,0,full,10
S01373,0.5,128,1000,1,0.9,0.05,0,full,50
S01374,0.5,128,1000,1,0.9,0.05,5,none,1
S01375,0.5,128,1000,1,0.9,0.05,5,none,10
S01376,0.5,128,1000,1,0.9,0.05,5,none,50
S01377,0.5,128,1000,1,0.9,0.05,5,full,1
S01378,0.5,128,1000,1,0.9,0.05,5,full,10
S01379,0.5,128,1000,1,0.9,0.05,5,full,50
S01380,0.5,128,1000,1,0.9,0.5,0,none,1
S01381,0.5,128,1000,1,0.9,0.5,0,none,10
S01382,0.5,128,1000,1,0.9,0.5,0,none,50
S01383,0.5,128,1000,1,0.9,0.5,0,full,1
S01384,0.5,128,1000,1,0.9,0.5,0,full,10
S01385,0.5,128,1000,1,0.9,0.5,0,full,50
S01386,0.5,128,1000,1,0.9,0.5,5,none,1
S01387,0.5,128,1000,1,0.9,0.5,5,none,10
S01388,0.5,128,1000,1,0.9,0.5,5,none,50
S01389,0.5,128,1000,1,0.9,0.5,5,full,1
S01390,0.5,128,1000,1,0.9,0.5,5,full,10
S01391,0.5,128,1000,1,0.9,0.5,5,full,50
S01392,0.5,128,1000,3,0.1,0.05,0,none,1
S01393,0.5,128,1000,3,0.1,0.05,0,none,10
S01394,0.5,128,1000,3,0.1,0.05,0,none,50
S01395,0.5,128,1000,3,0.1,0.05,0,full,1
S01396,0.5,128,1000,3,0.1,0.05,0,full,10
S01397,0.5,128,1000,3,0.1,0.05,0,full,50
S01398,0.5,128,1000,3,0.1,0.05,5,none,1
S01399,0.5,128,1000,3,0.1,0.05,5,none,10
S01400,0.5,128,1000,3,0.1,0.05,5,none,50
S01401,0.5,128,1000,3,0.1,0.05,5,full,1
S01402,0.5,128,1000,3,0.1,0.05,5,full,10
S01403,0.5,128,1000,3,0.1,0.05,5,full,50
S01404,0.5,128,1000,3,0.1,0.5,0,none,1
S01405,0.5,128,1000,3,0.1,0.5,0,none,10
S01406,0.5,128,1000,3,0.1,0.5,0,none,50
S01407,0.5,128,1000,3,0.1,0.5,0,full,1
S01408,0.5,128,1000,3,0.1,0.5,0,full,10
S01409,0.5,128,1000,3,0.1,0.5,0,full,50
S01410,0.5,128,1000,3,0.1,0.5,5,none,1
S01411,0.5,128,1000,3,0.1,0.5,5,none,10
S01412,0.5,128,1000,3,0.1,0.5,5,none,50
S01413,0.5,128,1000,3,0.1,0.5,5,full,1
S01414,0.5,128,1000,3,0.1,0.5,5,full,10
S01415,0.5,128,1000,3,0.1,0.5,5,full,50
S01416,0.5,128,1000,3,0.9,0.05,0,none,1
S01417,0.5,128,1000,3,0.9,0.05,0,none,10
S01418,0.5,128,1000,3,0.9,0.05,0,none,50
S01419,0.5,128,1000,3,0.9,0.05,0,full,1
S01420,0.5,128,1000,3,0.9,0.05,0,full,10
S01421,0.5,128,1000,3,0.9,0.05,0,full,50
S01422,0.5,128,1000,3,0.9,0.05,5,none,1
S01423,0.5,128,1000,3,0.9,0.05,5,none,10
S01424,0.5,128,1000,3,0.9,0.05,5,none,50
S01425,0.5,128,1000,3,0.9,0.05,5,full,1
S01426,0.5,128,1000,3,0.9,0.05,5,full,10
S01427,0.5,128,1000,3,0.9,0.05,5,full,50
S01428,0.5,128,1000,3,0.9,0.5,0,none,1
S01429,0.5,128,1000,3,0.9,0.5,0,none,10
S01430,0.5,128,1000,3,0.9,0.5,0,none,50
S01431,0.5,128,1000,3,0.9,0.5,0,full,1
